,index,today,expiration,strike,optionType,spot,riskFreeRate,optionPremiumPrice
642,641,10-07-2023 09:31,25-08-2023 00:00,152.5,P,132.04,0.05,19.8864053
643,642,10-07-2023 09:31,25-08-2023 00:00,155,C,132.04,0.05,0.253331057
644,643,10-07-2023 09:31,25-08-2023 00:00,155,P,132.04,0.05,22.31775831
645,644,10-07-2023 09:31,25-08-2023 00:00,160,C,132.04,0.05,0.096978445
646,645,10-07-2023 09:31,25-08-2023 00:00,160,P,132.04,0.05,27.19482976
647,646,10-07-2023 09:31,25-08-2023 00:00,165,C,132.04,0.05,0.087062659
648,647,10-07-2023 09:31,25-08-2023 00:00,165,P,132.04,0.05,32.13575173
649,648,10-07-2023 09:31,25-08-2023 00:00,170,C,132.04,0.05,0.084237677
650,649,10-07-2023 09:31,25-08-2023 00:00,170,P,132.04,0.05,37.05641947
651,650,10-07-2023 09:31,25-08-2023 00:00,175,C,132.04,0.05,0.117371555
652,651,10-07-2023 09:31,25-08-2023 00:00,175,P,132.04,0.05,42.05179842
653,652,10-07-2023 09:31,25-08-2023 00:00,180,C,132.04,0.05,0.115085305
654,653,10-07-2023 09:31,25-08-2023 00:00,180,P,132.04,0.05,46.97623039
655,654,10-07-2023 09:31,15-09-2023 00:00,65,C,132.04,0.05,67.75895746
656,655,10-07-2023 09:31,15-09-2023 00:00,65,P,132.04,0.05,0.015968708
657,656,10-07-2023 09:31,15-09-2023 00:00,70,C,132.04,0.05,62.78496132
658,657,10-07-2023 09:31,15-09-2023 00:00,70,P,132.04,0.05,0.019690816
659,658,10-07-2023 09:31,15-09-2023 00:00,75,C,132.04,0.05,57.9008402
660,659,10-07-2023 09:31,15-09-2023 00:00,75,P,132.04,0.05,0.027331519
661,660,10-07-2023 09:31,15-09-2023 00:00,80,C,132.04,0.05,52.85056657
662,661,10-07-2023 09:31,15-09-2023 00:00,80,P,132.04,0.05,0.030706841
663,662,10-07-2023 09:31,15-09-2023 00:00,85,C,132.04,0.05,47.90402025
664,663,10-07-2023 09:31,15-09-2023 00:00,85,P,132.04,0.05,0.034013366
665,664,10-07-2023 09:31,15-09-2023 00:00,90,C,132.04,0.05,0
666,665,10-07-2023 09:31,15-09-2023 00:00,90,P,132.04,0.05,0.044486513
667,666,10-07-2023 09:31,15-09-2023 00:00,95,C,132.04,0.05,37.93180453
668,667,10-07-2023 09:31,15-09-2023 00:00,95,P,132.04,0.05,0.062124499
669,668,10-07-2023 09:31,15-09-2023 00:00,100,C,132.04,0.05,0
670,669,10-07-2023 09:31,15-09-2023 00:00,100,P,132.04,0.05,0.087145323
671,670,10-07-2023 09:31,15-09-2023 00:00,105,C,132.04,0.05,28.2128863
672,671,10-07-2023 09:31,15-09-2023 00:00,105,P,132.04,0.05,0.125292027
673,672,10-07-2023 09:31,15-09-2023 00:00,110,C,132.04,0.05,23.67903365
674,673,10-07-2023 09:31,15-09-2023 00:00,110,P,132.04,0.05,0.258048321
675,674,10-07-2023 09:31,15-09-2023 00:00,115,C,132.04,0.05,18.53914874
676,675,10-07-2023 09:31,15-09-2023 00:00,115,P,132.04,0.05,0.428455698
677,676,10-07-2023 09:31,15-09-2023 00:00,120,C,132.04,0.05,14.41576599
678,677,10-07-2023 09:31,15-09-2023 00:00,120,P,132.04,0.05,0.827491452
679,678,10-07-2023 09:31,15-09-2023 00:00,125,C,132.04,0.05,10.06193767
680,679,10-07-2023 09:31,15-09-2023 00:00,125,P,132.04,0.05,1.639164088
681,680,10-07-2023 09:31,15-09-2023 00:00,130,C,132.04,0.05,6.18122171
682,681,10-07-2023 09:31,15-09-2023 00:00,130,P,132.04,0.05,2.994486396
683,682,10-07-2023 09:31,15-09-2023 00:00,135,C,132.04,0.05,3.433455656
684,683,10-07-2023 09:31,15-09-2023 00:00,135,P,132.04,0.05,5.349655551
685,684,10-07-2023 09:31,15-09-2023 00:00,140,C,132.04,0.05,1.657101958
686,685,10-07-2023 09:31,15-09-2023 00:00,140,P,132.04,0.05,8.375778344
687,686,10-07-2023 09:31,15-09-2023 00:00,145,C,132.04,0.05,0.768527814
688,687,10-07-2023 09:31,15-09-2023 00:00,145,P,132.04,0.05,12.3707802
689,688,10-07-2023 09:31,15-09-2023 00:00,150,C,132.04,0.05,0.354405896
690,689,10-07-2023 09:31,15-09-2023 00:00,150,P,132.04,0.05,0
691,690,10-07-2023 09:31,15-09-2023 00:00,155,C,132.04,0.05,0.179757849
692,691,10-07-2023 09:31,15-09-2023 00:00,155,P,132.04,0.05,22.11772064
693,692,10-07-2023 09:31,15-09-2023 00:00,160,C,132.04,0.05,0.095279464
694,693,10-07-2023 09:31,15-09-2023 00:00,160,P,132.04,0.05,27.00038798
695,694,10-07-2023 09:31,15-09-2023 00:00,165,C,132.04,0.05,0.058361321
696,695,10-07-2023 09:31,15-09-2023 00:00,165,P,132.04,0.05,31.89045528
697,696,10-07-2023 09:31,15-09-2023 00:00,170,C,132.04,0.05,0.036462177
698,697,10-07-2023 09:31,15-09-2023 00:00,170,P,132.04,0.05,36.8677423
699,698,10-07-2023 09:31,15-09-2023 00:00,175,C,132.04,0.05,0.035266932
700,699,10-07-2023 09:31,15-09-2023 00:00,175,P,132.04,0.05,41.76495304
701,700,10-07-2023 09:31,15-09-2023 00:00,180,C,132.04,0.05,0.027883354
702,701,10-07-2023 09:31,15-09-2023 00:00,180,P,132.04,0.05,46.43128884
703,702,10-07-2023 09:31,15-09-2023 00:00,185,C,132.04,0.05,0.027241894
704,703,10-07-2023 09:31,15-09-2023 00:00,185,P,132.04,0.05,51.41277722
705,704,10-07-2023 09:31,15-09-2023 00:00,190,C,132.04,0.05,0.020373635
706,705,10-07-2023 09:31,15-09-2023 00:00,190,P,132.04,0.05,0
707,706,10-07-2023 09:31,15-09-2023 00:00,195,C,132.04,0.05,0.019984129
708,707,10-07-2023 09:31,15-09-2023 00:00,195,P,132.04,0.05,61.40542456
709,708,10-07-2023 09:31,15-09-2023 00:00,200,C,132.04,0.05,0.019661213
710,709,10-07-2023 09:31,15-09-2023 00:00,200,P,132.04,0.05,66.35048837
711,710,10-07-2023 09:31,20-10-2023 00:00,65,C,132.04,0.05,0
712,711,10-07-2023 09:31,20-10-2023 00:00,65,P,132.04,0.05,0.029397108
713,712,10-07-2023 09:31,20-10-2023 00:00,70,C,132.04,0.05,0
714,713,10-07-2023 09:31,20-10-2023 00:00,70,P,132.04,0.05,0.033285263
715,714,10-07-2023 09:31,20-10-2023 00:00,75,C,132.04,0.05,0
716,715,10-07-2023 09:31,20-10-2023 00:00,75,P,132.04,0.05,0.04935739
717,716,10-07-2023 09:31,20-10-2023 00:00,80,C,132.04,0.05,0
718,717,10-07-2023 09:31,20-10-2023 00:00,80,P,132.04,0.05,0.060911657
719,718,10-07-2023 09:31,20-10-2023 00:00,85,C,132.04,0.05,48.83394725
720,719,10-07-2023 09:31,20-10-2023 00:00,85,P,132.04,0.05,0.088838321
721,720,10-07-2023 09:31,20-10-2023 00:00,90,C,132.04,0.05,43.85009684
722,721,10-07-2023 09:31,20-10-2023 00:00,90,P,132.04,0.05,0.119864404
723,722,10-07-2023 09:31,20-10-2023 00:00,95,C,132.04,0.05,38.9148104
724,723,10-07-2023 09:31,20-10-2023 00:00,95,P,132.04,0.05,0.166660373
725,724,10-07-2023 09:31,20-10-2023 00:00,100,C,132.04,0.05,34.05022573
726,725,10-07-2023 09:31,20-10-2023 00:00,100,P,132.04,0.05,0.227869855
727,726,10-07-2023 09:31,20-10-2023 00:00,105,C,132.04,0.05,29.23380862
728,727,10-07-2023 09:31,20-10-2023 00:00,105,P,132.04,0.05,0.331584043
729,728,10-07-2023 09:31,20-10-2023 00:00,110,C,132.04,0.05,24.58296036
730,729,10-07-2023 09:31,20-10-2023 00:00,110,P,132.04,0.05,0.51758724
731,730,10-07-2023 09:31,20-10-2023 00:00,115,C,132.04,0.05,19.48605581
732,731,10-07-2023 09:31,20-10-2023 00:00,115,P,132.04,0.05,0.802142947
733,732,10-07-2023 09:31,20-10-2023 00:00,120,C,132.04,0.05,15.09346529
734,733,10-07-2023 09:31,20-10-2023 00:00,120,P,132.04,0.05,1.275509279
735,734,10-07-2023 09:31,20-10-2023 00:00,125,C,132.04,0.05,11.00128642
736,735,10-07-2023 09:31,20-10-2023 00:00,125,P,132.04,0.05,2.130182509
737,736,10-07-2023 09:31,20-10-2023 00:00,130,C,132.04,0.05,7.431953653
738,737,10-07-2023 09:31,20-10-2023 00:00,130,P,132.04,0.05,3.493310931
739,738,10-07-2023 09:31,20-10-2023 00:00,135,C,132.04,0.05,4.542784183
740,739,10-07-2023 09:31,20-10-2023 00:00,135,P,132.04,0.05,5.556469426
741,740,10-07-2023 09:31,20-10-2023 00:00,140,C,132.04,0.05,2.522995859
742,741,10-07-2023 09:31,20-10-2023 00:00,140,P,132.04,0.05,8.499034144
743,742,10-07-2023 09:31,20-10-2023 00:00,145,C,132.04,0.05,1.386515008
744,743,10-07-2023 09:31,20-10-2023 00:00,145,P,132.04,0.05,11.9196557
745,744,10-07-2023 09:31,20-10-2023 00:00,150,C,132.04,0.05,0.732208263
746,745,10-07-2023 09:31,20-10-2023 00:00,150,P,132.04,0.05,17.05259425
747,746,10-07-2023 09:31,20-10-2023 00:00,155,C,132.04,0.05,0.412608924
748,747,10-07-2023 09:31,20-10-2023 00:00,155,P,132.04,0.05,21.96729453
749,748,10-07-2023 09:31,20-10-2023 00:00,160,C,132.04,0.05,0.233547269
750,749,10-07-2023 09:31,20-10-2023 00:00,160,P,132.04,0.05,26.29666356
751,750,10-07-2023 09:31,20-10-2023 00:00,165,C,132.04,0.05,0.138577724
752,751,10-07-2023 09:31,20-10-2023 00:00,165,P,132.04,0.05,31.25911171
753,752,10-07-2023 09:31,20-10-2023 00:00,170,C,132.04,0.05,0.090478502
754,753,10-07-2023 09:31,20-10-2023 00:00,170,P,132.04,0.05,36.22137365
755,754,10-07-2023 09:31,20-10-2023 00:00,175,C,132.04,0.05,0.068924341
756,755,10-07-2023 09:31,20-10-2023 00:00,175,P,132.04,0.05,41.23791347
757,756,10-07-2023 09:31,20-10-2023 00:00,180,C,132.04,0.05,0.04834409
758,757,10-07-2023 09:31,20-10-2023 00:00,180,P,132.04,0.05,46.24851355
759,758,10-07-2023 09:31,20-10-2023 00:00,185,C,132.04,0.05,0.084672862
760,759,10-07-2023 09:31,20-10-2023 00:00,185,P,132.04,0.05,51.13318237
761,760,10-07-2023 09:31,20-10-2023 00:00,190,C,132.04,0.05,0.077254381
762,761,10-07-2023 09:31,20-10-2023 00:00,190,P,132.04,0.05,56.09687896
763,762,10-07-2023 09:31,20-10-2023 00:00,195,C,132.04,0.05,0.033373153
764,763,10-07-2023 09:31,20-10-2023 00:00,195,P,132.04,0.05,61.10742419
765,764,10-07-2023 09:31,20-10-2023 00:00,200,C,132.04,0.05,0.032865846
766,765,10-07-2023 09:31,20-10-2023 00:00,200,P,132.04,0.05,65.96238989
767,766,10-07-2023 09:31,20-10-2023 00:00,205,C,132.04,0.05,0.026303505
768,767,10-07-2023 09:31,20-10-2023 00:00,205,P,132.04,0.05,71.01739311
769,768,10-07-2023 09:31,19-01-2024 00:00,60,C,132.04,0.05,0
770,769,10-07-2023 09:31,19-01-2024 00:00,60,P,132.04,0.05,0.048020478
771,770,10-07-2023 09:31,19-01-2024 00:00,65,C,132.04,0.05,0
772,771,10-07-2023 09:31,19-01-2024 00:00,65,P,132.04,0.05,0.067448754
773,772,10-07-2023 09:31,19-01-2024 00:00,70,C,132.04,0.05,0
774,773,10-07-2023 09:31,19-01-2024 00:00,70,P,132.04,0.05,0.11083794
775,774,10-07-2023 09:31,19-01-2024 00:00,75,C,132.04,0.05,0
776,775,10-07-2023 09:31,19-01-2024 00:00,75,P,132.04,0.05,0.140686184
777,776,10-07-2023 09:31,19-01-2024 00:00,80,C,132.04,0.05,54.35112147
778,777,10-07-2023 09:31,19-01-2024 00:00,80,P,132.04,0.05,0.189827646
779,778,10-07-2023 09:31,19-01-2024 00:00,85,C,132.04,0.05,49.34422896
780,779,10-07-2023 09:31,19-01-2024 00:00,85,P,132.04,0.05,0.282218299
781,780,10-07-2023 09:31,19-01-2024 00:00,90,C,132.04,0.05,44.85064643
782,781,10-07-2023 09:31,19-01-2024 00:00,90,P,132.04,0.05,0.306198574
783,782,10-07-2023 09:31,19-01-2024 00:00,95,C,132.04,0.05,39.98662279
784,783,10-07-2023 09:31,19-01-2024 00:00,95,P,132.04,0.05,0.424395274
785,784,10-07-2023 09:31,19-01-2024 00:00,100,C,132.04,0.05,35.03945427
786,785,10-07-2023 09:31,19-01-2024 00:00,100,P,132.04,0.05,0.573314593
787,786,10-07-2023 09:31,19-01-2024 00:00,105,C,132.04,0.05,30.50881764
788,787,10-07-2023 09:31,19-01-2024 00:00,105,P,132.04,0.05,0.863230099
789,788,10-07-2023 09:31,19-01-2024 00:00,110,C,132.04,0.05,25.75075685
790,789,10-07-2023 09:31,19-01-2024 00:00,110,P,132.04,0.05,1.220358399
791,790,10-07-2023 09:31,19-01-2024 00:00,115,C,132.04,0.05,21.52570554
792,791,10-07-2023 09:31,19-01-2024 00:00,115,P,132.04,0.05,1.781900175
793,792,10-07-2023 09:31,19-01-2024 00:00,120,C,132.04,0.05,17.50750188
794,793,10-07-2023 09:31,19-01-2024 00:00,120,P,132.04,0.05,2.394600938
795,794,10-07-2023 09:31,19-01-2024 00:00,125,C,132.04,0.05,13.53172887
796,795,10-07-2023 09:31,19-01-2024 00:00,125,P,132.04,0.05,3.447576355
797,796,10-07-2023 09:31,19-01-2024 00:00,130,C,132.04,0.05,10.38655543
798,797,10-07-2023 09:31,19-01-2024 00:00,130,P,132.04,0.05,4.846918466
799,798,10-07-2023 09:31,19-01-2024 00:00,135,C,132.04,0.05,7.715185186
800,799,10-07-2023 09:31,19-01-2024 00:00,135,P,132.04,0.05,7.045335454
801,800,10-07-2023 09:31,19-01-2024 00:00,140,C,132.04,0.05,5.337976817
802,801,10-07-2023 09:31,19-01-2024 00:00,140,P,132.04,0.05,9.757990917
803,802,10-07-2023 09:31,19-01-2024 00:00,145,C,132.04,0.05,3.193065118
804,803,10-07-2023 09:31,19-01-2024 00:00,145,P,132.04,0.05,12.77132498
805,804,10-07-2023 09:31,19-01-2024 00:00,150,C,132.04,0.05,2.299703222
806,805,10-07-2023 09:31,19-01-2024 00:00,150,P,132.04,0.05,16.50089659
807,806,10-07-2023 09:31,19-01-2024 00:00,155,C,132.04,0.05,1.535307828
808,807,10-07-2023 09:31,19-01-2024 00:00,155,P,132.04,0.05,20.31299653
809,808,10-07-2023 09:31,19-01-2024 00:00,160,C,132.04,0.05,0.785707195
810,809,10-07-2023 09:31,19-01-2024 00:00,160,P,132.04,0.05,0
811,810,10-07-2023 09:31,19-01-2024 00:00,165,C,132.04,0.05,0.533458591
812,811,10-07-2023 09:31,19-01-2024 00:00,165,P,132.04,0.05,0
813,812,10-07-2023 09:31,19-01-2024 00:00,170,C,132.04,0.05,0.361378756
814,813,10-07-2023 09:31,19-01-2024 00:00,170,P,132.04,0.05,34.44012213
815,814,10-07-2023 09:31,19-01-2024 00:00,175,C,132.04,0.05,0.36847348
816,815,10-07-2023 09:31,19-01-2024 00:00,175,P,132.04,0.05,39.20453549
817,816,10-07-2023 09:31,19-01-2024 00:00,180,C,132.04,0.05,0.400570932
818,817,10-07-2023 09:31,19-01-2024 00:00,180,P,132.04,0.05,44.11863916
819,818,10-07-2023 09:31,19-01-2024 00:00,185,C,132.04,0.05,0.206373956
820,819,10-07-2023 09:31,19-01-2024 00:00,185,P,132.04,0.05,48.86868291
821,820,10-07-2023 09:31,19-01-2024 00:00,190,C,132.04,0.05,0.147357336
822,821,10-07-2023 09:31,19-01-2024 00:00,190,P,132.04,0.05,53.83405077
823,822,10-07-2023 09:31,19-01-2024 00:00,195,C,132.04,0.05,0.073460384
824,823,10-07-2023 09:31,19-01-2024 00:00,195,P,132.04,0.05,58.447345
825,824,10-07-2023 09:31,19-01-2024 00:00,200,C,132.04,0.05,0.086044359
826,825,10-07-2023 09:31,19-01-2024 00:00,200,P,132.04,0.05,0
827,826,10-07-2023 09:31,19-01-2024 00:00,210,C,132.04,0.05,0.055027115
828,827,10-07-2023 09:31,19-01-2024 00:00,210,P,132.04,0.05,72.99491944
829,828,10-07-2023 09:31,19-01-2024 00:00,220,C,132.04,0.05,0.053412788
830,829,10-07-2023 09:31,19-01-2024 00:00,220,P,132.04,0.05,82.68750699
831,830,10-07-2023 09:31,21-06-2024 00:00,60,C,132.04,0.05,0
832,831,10-07-2023 09:31,21-06-2024 00:00,60,P,132.04,0.05,0.171925497
833,832,10-07-2023 09:31,21-06-2024 00:00,65,C,132.04,0.05,0
834,833,10-07-2023 09:31,21-06-2024 00:00,65,P,132.04,0.05,0.185199682
835,834,10-07-2023 09:31,21-06-2024 00:00,70,C,132.04,0.05,0
836,835,10-07-2023 09:31,21-06-2024 00:00,70,P,132.04,0.05,0.239460467
837,836,10-07-2023 09:31,21-06-2024 00:00,75,C,132.04,0.05,0
838,837,10-07-2023 09:31,21-06-2024 00:00,75,P,132.04,0.05,0.503483863
839,838,10-07-2023 09:31,21-06-2024 00:00,80,C,132.04,0.05,56.08311516
840,839,10-07-2023 09:31,21-06-2024 00:00,80,P,132.04,0.05,0.544918854
841,840,10-07-2023 09:31,21-06-2024 00:00,85,C,132.04,0.05,0
842,841,10-07-2023 09:31,21-06-2024 00:00,85,P,132.04,0.05,0.72950348
843,842,10-07-2023 09:31,21-06-2024 00:00,90,C,132.04,0.05,47.23460064
844,843,10-07-2023 09:31,21-06-2024 00:00,90,P,132.04,0.05,0.958155226
845,844,10-07-2023 09:31,21-06-2024 00:00,95,C,132.04,0.05,42.74326786
846,845,10-07-2023 09:31,21-06-2024 00:00,95,P,132.04,0.05,1.228690472
847,846,10-07-2023 09:31,21-06-2024 00:00,100,C,132.04,0.05,38.18358878
848,847,10-07-2023 09:31,21-06-2024 00:00,100,P,132.04,0.05,1.581200852
849,848,10-07-2023 09:31,21-06-2024 00:00,105,C,132.04,0.05,33.86167924
850,849,10-07-2023 09:31,21-06-2024 00:00,105,P,132.04,0.05,2.026652791
851,850,10-07-2023 09:31,21-06-2024 00:00,110,C,132.04,0.05,29.69500754
852,851,10-07-2023 09:31,21-06-2024 00:00,110,P,132.04,0.05,2.585992151
853,852,10-07-2023 09:31,21-06-2024 00:00,115,C,132.04,0.05,25.68734289
854,853,10-07-2023 09:31,21-06-2024 00:00,115,P,132.04,0.05,3.340658907
855,854,10-07-2023 09:31,21-06-2024 00:00,120,C,132.04,0.05,21.9848435
856,855,10-07-2023 09:31,21-06-2024 00:00,120,P,132.04,0.05,4.362731047
857,856,10-07-2023 09:31,21-06-2024 00:00,125,C,132.04,0.05,18.27116655
858,857,10-07-2023 09:31,21-06-2024 00:00,125,P,132.04,0.05,5.535526083
859,858,10-07-2023 09:31,21-06-2024 00:00,130,C,132.04,0.05,15.21945003
860,859,10-07-2023 09:31,21-06-2024 00:00,130,P,132.04,0.05,6.972668533
861,860,10-07-2023 09:31,21-06-2024 00:00,135,C,132.04,0.05,12.11274927
862,861,10-07-2023 09:31,21-06-2024 00:00,135,P,132.04,0.05,8.843387277
863,862,10-07-2023 09:31,21-06-2024 00:00,140,C,132.04,0.05,9.41691375
864,863,10-07-2023 09:31,21-06-2024 00:00,140,P,132.04,0.05,11.01909373
865,864,10-07-2023 09:31,21-06-2024 00:00,145,C,132.04,0.05,7.262053484
866,865,10-07-2023 09:31,21-06-2024 00:00,145,P,132.04,0.05,13.63654077
867,866,10-07-2023 09:31,21-06-2024 00:00,150,C,132.04,0.05,5.455223723
868,867,10-07-2023 09:31,21-06-2024 00:00,150,P,132.04,0.05,16.7717885
869,868,10-07-2023 09:31,21-06-2024 00:00,155,C,132.04,0.05,4.190857913
870,869,10-07-2023 09:31,21-06-2024 00:00,155,P,132.04,0.05,19.9935485
871,870,10-07-2023 09:31,21-06-2024 00:00,160,C,132.04,0.05,3.092628691
872,871,10-07-2023 09:31,21-06-2024 00:00,160,P,132.04,0.05,23.7060139
873,872,10-07-2023 09:31,21-06-2024 00:00,165,C,132.04,0.05,2.343250417
874,873,10-07-2023 09:31,21-06-2024 00:00,165,P,132.04,0.05,27.88589212
875,874,10-07-2023 09:31,21-06-2024 00:00,170,C,132.04,0.05,1.592946352
876,875,10-07-2023 09:31,21-06-2024 00:00,170,P,132.04,0.05,32.27108554
877,876,10-07-2023 09:31,21-06-2024 00:00,175,C,132.04,0.05,1.251857292
878,877,10-07-2023 09:31,21-06-2024 00:00,175,P,132.04,0.05,36.61827525
879,878,10-07-2023 09:31,21-06-2024 00:00,180,C,132.04,0.05,0.741603572
880,879,10-07-2023 09:31,21-06-2024 00:00,180,P,132.04,0.05,41.22458316
881,880,10-07-2023 09:31,21-06-2024 00:00,185,C,132.04,0.05,0.772548323
882,881,10-07-2023 09:31,21-06-2024 00:00,185,P,132.04,0.05,46.0492228
883,882,10-07-2023 09:31,21-06-2024 00:00,190,C,132.04,0.05,0.62993232
884,883,10-07-2023 09:31,21-06-2024 00:00,190,P,132.04,0.05,50.91237499
885,884,10-07-2023 09:31,21-06-2024 00:00,195,C,132.04,0.05,0.48104676
886,885,10-07-2023 09:31,21-06-2024 00:00,195,P,132.04,0.05,55.35263934
887,886,10-07-2023 09:31,21-06-2024 00:00,200,C,132.04,0.05,0.382044919
888,887,10-07-2023 09:31,21-06-2024 00:00,200,P,132.04,0.05,0
889,888,10-07-2023 09:31,21-06-2024 00:00,210,C,132.04,0.05,0.293711942
890,889,10-07-2023 09:31,21-06-2024 00:00,210,P,132.04,0.05,70.52002096
891,890,10-07-2023 09:31,21-06-2024 00:00,220,C,132.04,0.05,0.480981334
892,891,10-07-2023 09:31,21-06-2024 00:00,220,P,132.04,0.05,79.26458041
893,892,10-07-2023 09:31,17-01-2025 00:00,60,C,132.04,0.05,77.9811529
894,893,10-07-2023 09:31,17-01-2025 00:00,60,P,132.04,0.05,0.317923954
895,894,10-07-2023 09:31,17-01-2025 00:00,65,C,132.04,0.05,73.01786347
896,895,10-07-2023 09:31,17-01-2025 00:00,65,P,132.04,0.05,0.452644219
897,896,10-07-2023 09:31,17-01-2025 00:00,70,C,132.04,0.05,68.40677663
898,897,10-07-2023 09:31,17-01-2025 00:00,70,P,132.04,0.05,0.63605028
899,898,10-07-2023 09:31,17-01-2025 00:00,75,C,132.04,0.05,63.857673
900,899,10-07-2023 09:31,17-01-2025 00:00,75,P,132.04,0.05,0.860827526
901,900,10-07-2023 09:31,17-01-2025 00:00,80,C,132.04,0.05,59.33646799
902,901,10-07-2023 09:31,17-01-2025 00:00,80,P,132.04,0.05,1.138566495
903,902,10-07-2023 09:31,17-01-2025 00:00,85,C,132.04,0.05,55.05195004
904,903,10-07-2023 09:31,17-01-2025 00:00,85,P,132.04,0.05,1.423568687
905,904,10-07-2023 09:31,17-01-2025 00:00,90,C,132.04,0.05,50.83416816
906,905,10-07-2023 09:31,17-01-2025 00:00,90,P,132.04,0.05,1.732997738
907,906,10-07-2023 09:31,17-01-2025 00:00,95,C,132.04,0.05,46.28078857
908,907,10-07-2023 09:31,17-01-2025 00:00,95,P,132.04,0.05,1.952595045
909,908,10-07-2023 09:31,17-01-2025 00:00,100,C,132.04,0.05,42.15120822
910,909,10-07-2023 09:31,17-01-2025 00:00,100,P,132.04,0.05,2.664245613
911,910,10-07-2023 09:31,17-01-2025 00:00,105,C,132.04,0.05,38.1299981
912,911,10-07-2023 09:31,17-01-2025 00:00,105,P,132.04,0.05,3.259689444
913,912,10-07-2023 09:31,17-01-2025 00:00,110,C,132.04,0.05,34.36396154
914,913,10-07-2023 09:31,17-01-2025 00:00,110,P,132.04,0.05,3.972688907
915,914,10-07-2023 09:31,17-01-2025 00:00,115,C,132.04,0.05,30.95235639
916,915,10-07-2023 09:31,17-01-2025 00:00,115,P,132.04,0.05,4.837206093
917,916,10-07-2023 09:31,17-01-2025 00:00,120,C,132.04,0.05,26.89393373
918,917,10-07-2023 09:31,17-01-2025 00:00,120,P,132.04,0.05,5.895042995
919,918,10-07-2023 09:31,17-01-2025 00:00,125,C,132.04,0.05,23.42318919
920,919,10-07-2023 09:31,17-01-2025 00:00,125,P,132.04,0.05,7.129678494
921,920,10-07-2023 09:31,17-01-2025 00:00,130,C,132.04,0.05,20.23307336
922,921,10-07-2023 09:31,17-01-2025 00:00,130,P,132.04,0.05,8.566389724
923,922,10-07-2023 09:31,17-01-2025 00:00,135,C,132.04,0.05,17.28238883
924,923,10-07-2023 09:31,17-01-2025 00:00,135,P,132.04,0.05,10.21300575
925,924,10-07-2023 09:31,17-01-2025 00:00,140,C,132.04,0.05,14.57840509
926,925,10-07-2023 09:31,17-01-2025 00:00,140,P,132.04,0.05,12.18207479
927,926,10-07-2023 09:31,17-01-2025 00:00,145,C,132.04,0.05,12.16127981
928,927,10-07-2023 09:31,17-01-2025 00:00,145,P,132.04,0.05,14.37069144
929,928,10-07-2023 09:31,17-01-2025 00:00,150,C,132.04,0.05,10.05273771
930,929,10-07-2023 09:31,17-01-2025 00:00,150,P,132.04,0.05,16.96050288
931,930,10-07-2023 09:31,17-01-2025 00:00,155,C,132.04,0.05,8.257513067
932,931,10-07-2023 09:31,17-01-2025 00:00,155,P,132.04,0.05,19.71743777
933,932,10-07-2023 09:31,17-01-2025 00:00,160,C,132.04,0.05,6.676965842
934,933,10-07-2023 09:31,17-01-2025 00:00,160,P,132.04,0.05,22.89103897
935,934,10-07-2023 09:31,17-01-2025 00:00,165,C,132.04,0.05,5.347831689
936,935,10-07-2023 09:31,17-01-2025 00:00,165,P,132.04,0.05,26.32751084
937,936,10-07-2023 09:31,17-01-2025 00:00,170,C,132.04,0.05,4.434553135
938,937,10-07-2023 09:31,17-01-2025 00:00,170,P,132.04,0.05,29.93273435
939,938,10-07-2023 09:31,17-01-2025 00:00,175,C,132.04,0.05,3.500289042
940,939,10-07-2023 09:31,17-01-2025 00:00,175,P,132.04,0.05,33.59745815
941,940,10-07-2023 09:31,17-01-2025 00:00,180,C,132.04,0.05,2.818113763
942,941,10-07-2023 09:31,17-01-2025 00:00,180,P,132.04,0.05,37.73645081
943,942,10-07-2023 09:31,17-01-2025 00:00,185,C,132.04,0.05,2.241095409
944,943,10-07-2023 09:31,17-01-2025 00:00,185,P,132.04,0.05,0
945,944,10-07-2023 09:31,17-01-2025 00:00,190,C,132.04,0.05,2.001934245
946,945,10-07-2023 09:31,17-01-2025 00:00,190,P,132.04,0.05,0
947,946,10-07-2023 09:31,17-01-2025 00:00,195,C,132.04,0.05,1.428179818
948,947,10-07-2023 09:31,17-01-2025 00:00,195,P,132.04,0.05,0
949,948,10-07-2023 09:31,17-01-2025 00:00,200,C,132.04,0.05,1.282740641
950,949,10-07-2023 09:31,17-01-2025 00:00,200,P,132.04,0.05,0
951,950,10-07-2023 09:31,17-01-2025 00:00,210,C,132.04,0.05,0.96032192
952,951,10-07-2023 09:31,17-01-2025 00:00,210,P,132.04,0.05,0
953,952,10-07-2023 09:31,17-01-2025 00:00,220,C,132.04,0.05,0.700714476
954,953,10-07-2023 09:31,17-01-2025 00:00,220,P,132.04,0.05,0
