Date,Open,High,Low,Close,Adj Close,Volume,Return,Signed_Vol,Vol,SMA5_Price,SMA5_Vol,SMA5_Volume,Signal,Trade,PnL,Absolute Return,TC,Net Return,TC,0.05
29-01-2018,2867.22998,2870.620117,2851.47998,2853.530029,2853.530029,3587420000,-0.006731974,-3587420000,15.10529436,2848.464014,16.07490893,644446000,1,2853.530029,-0.006731974,1.05066506,0.05,0.998131807,,
30-01-2018,2832.73999,2837.75,2818.27002,2822.429932,2822.429932,4012070000,-0.010898816,-4012070000,19.02333715,2845.124023,16.19552331,-866196000,-1,-2822.429932,-0.010898816,1.039214056,0.05,0.987253353,,
31-01-2018,2832.409912,2839.26001,2813.040039,2823.810059,2823.810059,4276270000,0.000488985,4276270000,21.25214831,2842.378027,16.76626518,804912000,0,0,-0.000488985,1.038705895,0.05,0.9867706,,
01-02-2018,2816.449951,2835.959961,2812.699951,2821.97998,2821.97998,3977380000,-0.000648088,-3977380000,23.20161782,2838.924023,18.94531418,-765184000,-1,-2821.97998,0,1.038705895,0.00,1.038705895,,
02-02-2018,2808.919922,2808.919922,2759.969971,2762.129883,2762.129883,4340220000,-0.021208548,-4340220000,33.33760313,2816.775977,22.38400015,-2328164000,-1,-2762.129883,0.021208548,1.060735339,0.05,1.007698572,,
05-02-2018,2741.060059,2763.389893,2638.169922,2648.939941,2648.939941,5310840000,-0.040979225,-5310840000,75.6509032,2775.857959,34.49312192,-2672848000,-1,-2648.939941,0.040979225,1.104203451,0.06,1.048993278,,
06-02-2018,2614.780029,2701.040039,2593.070068,2695.139893,2695.139893,5917350000,0.017440921,5917350000,77.45667082,2750.399951,46.17978866,-686964000,-1,-2695.139893,-0.017440921,1.084945126,0.05,1.03069787,,
07-02-2018,2690.949951,2727.669922,2681.330078,2681.659912,2681.659912,4646300000,-0.005001588,-4646300000,69.44954947,2721.969922,55.81926889,-2471478000,-1,-2681.659912,0.005001588,1.090371575,0.05,1.035852996,,
08-02-2018,2685.01001,2685.27002,2580.560059,2581,2581,5333840000,-0.03753642,-5333840000,66.23669026,2673.773926,64.42628338,-2742770000,-1,-2581,0.03753642,1.13130022,0.06,1.074735209,,
09-02-2018,2601.780029,2638.669922,2532.689941,2619.550049,2619.550049,5690110000,0.01493609,5690110000,46.41349056,2645.257959,67.04146086,-736704000,0,0,-0.01493609,1.114403018,0.06,1.058682867,,
12-02-2018,2636.75,2672.610107,2622.449951,2656,2656,4069220000,0.013914585,4069220000,46.66024536,2646.669971,61.24332929,1139308000,1,2656,0,1.114403018,0.00,1.114403018,,
13-02-2018,2646.27002,2668.840088,2637.080078,2662.939941,2662.939941,3503540000,0.00261293,3503540000,40.05223226,2640.22998,53.76244158,656546000,1,2662.939941,0.00261293,1.117314875,0.06,1.061449131,,
14-02-2018,2651.209961,2702.100098,2648.870117,2698.629883,2698.629883,4011940000,0.013402458,4011940000,44.86991925,2643.623975,48.84651554,2388194000,1,2698.629883,0.013402458,1.132289641,0.06,1.075675159,,
15-02-2018,2713.459961,2731.51001,2689.820068,2731.199951,2731.199951,3696140000,0.012069113,3696140000,42.68788769,2673.663965,44.13675502,4194190000,1,2731.199951,0.012069113,1.145955372,0.06,1.088657604,,
16-02-2018,2727.139893,2754.419922,2725.110107,2732.219971,2732.219971,3646920000,0.000373469,3646920000,36.23054885,2696.197949,42.10016668,3785552000,1,2732.219971,0.000373469,1.146383351,0.06,1.089064184,,
20-02-2018,2722.98999,2737.600098,2706.76001,2716.26001,2716.26001,3646920000,-0.005841389,-3646920000,28.77050606,2708.249951,38.52221882,2242324000,1,2716.26001,-0.005841389,1.13968688,0.06,1.082702536,,
21-02-2018,2720.530029,2747.75,2701.290039,2701.330078,2701.330078,3789040000,-0.005496503,-3789040000,15.8988617,2715.927979,33.69154471,783808000,0,0,-0.005496503,1.133422587,0.06,1.076751458,,
22-02-2018,2710.419922,2731.26001,2697.77002,2703.959961,2703.959961,3720620000,0.000973551,3720620000,14.57242771,2716.993994,27.6320464,725544000,0,0,0,1.133422587,0.00,1.133422587,,
23-02-2018,2715.800049,2747.76001,2713.73999,2747.300049,2747.300049,3200360000,0.016028376,3200360000,19.45653941,2720.214014,22.98577674,626388000,1,2747.300049,0,1.133422587,0.00,1.133422587,,
26-02-2018,2757.370117,2780.639893,2753.780029,2779.600098,2779.600098,3436590000,0.011757015,3436590000,33.34597571,2729.690039,22.40886212,584322000,1,2779.600098,0.011757015,1.146748254,0.06,1.089410841,,
27-02-2018,2780.449951,2789.149902,2744.219971,2744.280029,2744.280029,3752070000,-0.012706888,-3752070000,32.87588103,2735.294043,23.22993711,563292000,1,2744.280029,-0.012706888,1.132176652,0.06,1.075567819,,
28-02-2018,2753.780029,2761.52002,2713.540039,2713.830078,2713.830078,4244570000,-0.011095789,-4244570000,29.99664603,2737.794043,26.04949398,472186000,0,0,-0.011095789,1.119614259,0.06,1.063633546,,
01-03-2018,2715.219971,2730.889893,2659.649902,2677.669922,2677.669922,4514490000,-0.0133244,-4514490000,38.50690423,2732.536035,30.83638928,-1174836000,-1,-2677.669922,0,1.119614259,0.00,1.119614259,,
02-03-2018,2658.889893,2696.25,2647.320068,2691.25,2691.25,3891250000,0.005071603,3891250000,41.19880367,2721.326025,35.18484213,-1036658000,-1,-2691.25,-0.005071603,1.11393602,0.06,1.058239219,,
05-03-2018,2681.060059,2728.090088,2675.75,2720.939941,2720.939941,3733640000,0.011032027,3733640000,26.00694365,2709.593994,33.71703572,-977248000,0,0,-0.011032027,1.101647049,0.06,1.046564696,,
06-03-2018,2730.179932,2732.080078,2711.26001,2728.120117,2728.120117,3389030000,0.002638859,3389030000,21.17375806,2706.362012,31.37661113,450972000,1,2728.120117,0,1.101647049,0.00,1.101647049,,
07-03-2018,2710.179932,2730.600098,2701.73999,2726.800049,2726.800049,3406690000,-0.000483875,-3406690000,23.0304659,2708.956006,29.9833751,618548000,1,2726.800049,-0.000483875,1.101113989,0.06,1.04605829,,
08-03-2018,2732.75,2740.449951,2722.649902,2738.969971,2738.969971,3206040000,0.004463078,3206040000,17.97282167,2721.216016,25.87655859,2162654000,1,2738.969971,0.004463078,1.106028347,0.06,1.05072693,,
09-03-2018,2752.909912,2786.570068,2751.540039,2786.570068,2786.570068,3376870000,0.017378832,3376870000,26.68377927,2740.280029,22.97355371,2059778000,1,2786.570068,0.017378832,1.125249828,0.06,1.068987336,,
12-03-2018,2790.540039,2796.97998,2779.26001,2783.02002,2783.02002,3216960000,-0.001273985,-3216960000,29.70680415,2752.696045,23.71352581,669658000,1,2783.02002,-0.001273985,1.123816276,0.06,1.067625462,,
13-03-2018,2792.310059,2801.899902,2758.679932,2765.310059,2765.310059,3324290000,-0.006363577,-3324290000,26.49762074,2760.134033,24.77829835,-673006000,0,0,-0.006363577,1.116664785,0.06,1.060831546,,
14-03-2018,2774.060059,2777.110107,2744.379883,2749.47998,2749.47998,3394630000,-0.005724522,-3394630000,20.66382156,2764.67002,24.30496948,-670594000,0,0,0,1.116664785,0.00,1.116664785,,
15-03-2018,2754.27002,2763.030029,2741.469971,2747.330078,2747.330078,3543710000,-0.000781931,-3543710000,18.26319293,2766.342041,24.36304373,-2020544000,0,0,0,1.116664785,0.00,1.116664785,,
16-03-2018,2750.570068,2761.850098,2749.969971,2752.01001,2752.01001,5429140000,0.001703447,5429140000,14.92926123,2759.430029,22.01214012,-1610090000,0,0,0,1.116664785,0.00,1.116664785,,
19-03-2018,2741.379883,2741.379883,2694.590088,2712.919922,2712.919922,3327460000,-0.014204195,-3327460000,19.46425621,2745.41001,19.96363053,-1632190000,0,0,0,1.116664785,0.00,1.116664785,,
20-03-2018,2715.050049,2724.219971,2710.050049,2716.939941,2716.939941,3272590000,0.001481805,3272590000,19.1182392,2735.735986,18.48775422,-312814000,-1,-2716.939941,0,1.116664785,0.00,1.116664785,,
21-03-2018,2714.98999,2739.139893,2709.790039,2711.929932,2711.929932,3434780000,-0.00184399,-3434780000,19.73485439,2728.225977,18.30196079,-320844000,-1,-2711.929932,0.00184399,1.118723904,0.06,1.062787709,,
22-03-2018,2691.360107,2695.679932,2641.590088,2643.689941,2643.689941,3765460000,-0.025162888,-3765460000,39.34138046,2707.497949,22.5175983,-365194000,-1,-2643.689941,0.025162888,1.146874228,0.06,1.089530517,,
23-03-2018,2646.709961,2657.669922,2585.889893,2588.26001,2588.26001,3829380000,-0.020966881,-3829380000,57.15008101,2674.747949,30.96176225,-2216898000,-1,-2588.26001,0.020966881,1.170920604,0.06,1.112374573,,
26-03-2018,2619.350098,2661.360107,2601.810059,2658.550049,2658.550049,3538080000,0.027157256,3538080000,53.10033639,2663.873975,37.68897829,-843790000,-1,-2658.550049,-0.027157256,1.139121613,0.06,1.082165533,,
27-03-2018,2667.570068,2674.780029,2596.120117,2612.620117,2612.620117,3761320000,-0.017276309,-3761320000,47.20439287,2643.01001,43.30620903,-2250572000,-1,-2612.620117,0.017276309,1.15880143,0.06,1.100861359,,
28-03-2018,2611.300049,2632.649902,2593.060059,2605,2605,3875720000,-0.002916657,-3875720000,28.81415441,2621.624023,45.12206903,-2338760000,0,0,0.002916657,1.162181257,0.06,1.104072194,,
29-03-2018,2614.409912,2659.070068,2609.719971,2640.870117,2640.870117,3572360000,0.013769719,3572360000,28.29725731,2621.060059,42.9132444,-871196000,0,0,0,1.162181257,0.00,1.162181257,,
02-04-2018,2633.449951,2638.300049,2553.800049,2581.879883,2581.879883,3635780000,-0.022337424,-3635780000,30.22433148,2619.784033,37.52809449,-832476000,0,0,0,1.162181257,0.00,1.162181257,,
03-04-2018,2592.169922,2619.139893,2575.48999,2614.449951,2614.449951,3395840000,0.012614866,3395840000,21.15848289,2610.964014,31.13972379,-860924000,0,0,0,1.162181257,0.00,1.162181257,,
04-04-2018,2584.040039,2649.860107,2573.610107,2644.689941,2644.689941,3369230000,0.011566483,3369230000,26.07549804,2617.377979,26.91394483,565186000,1,2644.689941,0,1.162181257,0.00,1.162181257,,
05-04-2018,2657.360107,2672.080078,2649.580078,2662.840088,2662.840088,3230430000,0.006862864,3230430000,31.48102712,2628.945996,27.44731937,1986416000,1,2662.840088,0.006862864,1.170157148,0.06,1.111649291,,
06-04-2018,2645.820068,2656.879883,2586.27002,2604.469971,2604.469971,3312390000,-0.021920249,-3312390000,32.23397779,2621.665967,28.23466346,609466000,0,0,-0.021920249,1.144507012,0.06,1.087281662,,
09-04-2018,2617.179932,2653.550049,2610.790039,2613.159912,2613.159912,3076140000,0.003336549,3076140000,24.74797839,2627.921973,27.13939285,1951850000,0,0,0,1.144507012,0.00,1.144507012,,
10-04-2018,2638.409912,2665.449951,2635.780029,2656.870117,2656.870117,3579130000,0.016726954,3579130000,26.2033173,2636.406006,28.14835973,1988508000,1,2656.870117,0,1.144507012,0.00,1.144507012,,
11-04-2018,2643.889893,2661.429932,2639.25,2642.189941,2642.189941,3054520000,-0.005525364,-3054520000,26.02900148,2635.906006,28.13906042,703758000,1,2642.189941,-0.005525364,1.138183194,0.06,1.081274034,,
12-04-2018,2653.830078,2674.719971,2653.830078,2663.98999,2663.98999,3045330000,0.00825075,3045330000,26.32981495,2636.135986,27.10881798,666738000,1,2663.98999,0.00825075,1.147574059,0.06,1.090195356,,
13-04-2018,2676.899902,2680.26001,2645.050049,2656.300049,2656.300049,2988540000,-0.002886625,-2988540000,20.24609895,2646.502002,24.71124221,731508000,1,2656.300049,-0.002886625,1.144261442,0.06,1.08704837,,
16-04-2018,2670.100098,2686.48999,2665.159912,2677.840088,2677.840088,3020740000,0.008109038,3020740000,12.97395216,2659.438037,22.35643697,720428000,1,2677.840088,0.008109038,1.153540302,0.06,1.095863287,,
17-04-2018,2692.73999,2713.340088,2692.050049,2706.389893,2706.389893,3286190000,0.010661505,3286190000,24.39638614,2669.341992,21.99505074,661840000,1,2706.389893,0.010661505,1.165838778,0.06,1.107546839,,
18-04-2018,2710.110107,2717.48999,2703.629883,2708.639893,2708.639893,3412030000,0.000831366,3412030000,24.00367961,2682.631982,21.58998636,1955150000,1,2708.639893,0.000831366,1.166808016,0.06,1.108467615,,
19-04-2018,2701.159912,2702.840088,2681.899902,2693.129883,2693.129883,3375120000,-0.005726125,-3375120000,21.78050683,2688.459961,20.68012474,671060000,1,2693.129883,-0.005726125,1.160126728,0.06,1.102120392,,
20-04-2018,2692.560059,2693.939941,2660.610107,2670.139893,2670.139893,3428260000,-0.008536532,-3428260000,17.03392654,2691.22793,20.03769025,583116000,0,0,-0.008536532,1.150223269,0.06,1.092712105,,
23-04-2018,2675.399902,2682.860107,2657.98999,2670.290039,2670.290039,3030390000,5.62E-05,3030390000,18.76418744,2689.71792,21.19573731,585046000,0,0,0,1.150223269,0.00,1.150223269,,
24-04-2018,2680.800049,2683.550049,2617.320068,2634.560059,2634.560059,3716020000,-0.013380562,-3716020000,28.02190619,2675.351953,21.92084132,-815396000,-1,-2634.560059,0,1.150223269,0.00,1.150223269,,
25-04-2018,2634.919922,2645.300049,2612.669922,2639.399902,2639.399902,3563680000,0.00183706,3563680000,24.32353129,2661.503955,21.98481166,-785066000,-1,-2639.399902,-0.00183706,1.14811024,0.06,1.090704728,,
26-04-2018,2651.649902,2676.47998,2647.159912,2666.939941,2666.939941,3690920000,0.010434205,3690920000,17.73911451,2656.265967,21.17653319,628142000,1,2666.939941,-0.010434205,1.136130623,0.06,1.079324092,,
27-04-2018,2675.469971,2677.350098,2659.01001,2669.909912,2669.909912,3234510000,0.001113625,3234510000,17.69438882,2656.219971,21.30862565,1960696000,1,2669.909912,0.001113625,1.137395846,0.06,1.080526054,,
30-04-2018,2682.51001,2682.870117,2648.040039,2648.050049,2648.050049,3749510000,-0.008187491,-3749510000,15.98611077,2651.771973,20.75301032,604716000,0,0,-0.008187491,1.128083428,0.06,1.071679256,,
01-05-2018,2642.959961,2655.27002,2625.409912,2654.800049,2654.800049,3562820000,0.002549045,3562820000,12.77899418,2655.819971,17.70442792,2060484000,0,0,0,1.128083428,0.00,1.128083428,,
02-05-2018,2654.23999,2660.870117,2631.699951,2635.669922,2635.669922,4047020000,-0.007205864,-4047020000,14.02528111,2655.073975,15.64477788,538344000,0,0,0,1.128083428,0.00,1.128083428,,
03-05-2018,2628.080078,2637.139893,2594.620117,2629.72998,2629.72998,3867530000,-0.002253674,-3867530000,15.90153038,2647.631982,15.27726105,-973346000,-1,-2629.72998,0,1.128083428,0.00,1.128083428,,
04-05-2018,2621.449951,2670.929932,2615.320068,2663.419922,2663.419922,3335260000,0.012811179,3335260000,13.74739575,2646.333984,14.48786244,-953196000,0,0,-0.012811179,1.113631349,0.06,1.057949782,,
07-05-2018,2680.340088,2683.350098,2664.699951,2672.629883,2672.629883,3266810000,0.003457946,3266810000,18.19106449,2651.249951,14.92885318,450068000,1,2672.629883,0,1.113631349,0.00,1.113631349,,
08-05-2018,2670.26001,2676.340088,2655.199951,2671.919922,2671.919922,3745100000,-0.000265641,-3745100000,20.49198498,2654.673926,16.47145134,-1011516000,0,0,-0.000265641,1.113335523,0.06,1.057668747,,
09-05-2018,2678.120117,2701.27002,2674.139893,2697.790039,2697.790039,3913650000,0.00968222,3913650000,24.52422813,2667.097949,18.57124075,580618000,1,2697.790039,0,1.113335523,0.00,1.113335523,,
10-05-2018,2705.02002,2726.110107,2704.540039,2723.070068,2723.070068,3380640000,0.009370644,3380640000,24.49382419,2685.765967,20.28969951,2030252000,1,2723.070068,0.009370644,1.123768193,0.06,1.067579784,,
11-05-2018,2722.699951,2732.860107,2717.449951,2727.719971,2727.719971,2874850000,0.001707596,2874850000,26.61617533,2698.625977,22.86345543,1938170000,1,2727.719971,0.001707596,1.125687135,0.06,1.069402778,,
14-05-2018,2738.469971,2742.100098,2725.469971,2730.129883,2730.129883,2994360000,0.00088349,2994360000,24.9456027,2710.125977,24.21436307,1883680000,1,2730.129883,0.00088349,1.126681668,0.06,1.070347584,,
15-05-2018,2718.590088,2718.590088,2701.909912,2711.449951,2711.449951,3291190000,-0.00684214,-3291190000,13.40389894,2718.031982,22.79674586,1974462000,0,0,-0.00684214,1.118972754,0.06,1.063024116,,
16-05-2018,2712.620117,2727.76001,2712.169922,2722.459961,2722.459961,3248480000,0.004060562,3248480000,7.190405774,2722.965967,19.32998139,1841428000,0,0,0,1.118972754,0.00,1.118972754,,
17-05-2018,2719.709961,2731.959961,2711.360107,2720.129883,2720.129883,3478150000,-0.000855872,-3478150000,7.299166695,2722.37793,15.89104989,469670000,0,0,0,1.118972754,0.00,1.118972754,,
18-05-2018,2717.350098,2719.5,2709.179932,2712.969971,2712.969971,3383270000,-0.002632195,-3383270000,7.575802397,2719.42793,12.0829753,-781954000,0,0,0,1.118972754,0.00,1.118972754,,
21-05-2018,2735.389893,2739.189941,2725.699951,2733.01001,2733.01001,3053480000,0.007386753,3053480000,8.629212017,2720.003955,8.819697164,-770130000,0,0,0,1.118972754,0.00,1.118972754,,
22-05-2018,2738.340088,2742.23999,2721.879883,2724.439941,2724.439941,3384140000,-0.003135762,-3384140000,7.256242532,2722.601953,7.590165883,-788720000,0,0,0,1.118972754,0.00,1.118972754,,
23-05-2018,2713.97998,2733.330078,2709.540039,2733.290039,2733.290039,3333160000,0.00324841,3333160000,8.679993138,2724.767969,7.888083356,-771784000,0,0,0,1.118972754,0.00,1.118972754,,
24-05-2018,2730.939941,2731.969971,2707.379883,2727.76001,2727.76001,3285750000,-0.002023213,-3285750000,8.324148971,2726.293994,8.093079811,-733304000,0,0,0,1.118972754,0.00,1.118972754,,
25-05-2018,2723.600098,2727.360107,2714.98999,2721.330078,2721.330078,3015260000,-0.00235722,-3015260000,5.251152416,2727.966016,7.628149815,-659702000,0,0,0,1.118972754,0.00,1.118972754,,
29-05-2018,2705.110107,2710.669922,2676.810059,2689.860107,2689.860107,3743310000,-0.011564187,-3743310000,17.06263429,2719.336035,9.314834269,-2019060000,-1,-2689.860107,0,1.118972754,0.00,1.118972754,,
30-05-2018,2702.429932,2729.340088,2702.429932,2724.01001,2724.01001,3566490000,0.012695791,3566490000,17.03153815,2719.250049,11.26989339,-628934000,0,0,-0.012695791,1.104766509,0.06,1.049528184,,
31-05-2018,2720.97998,2722.5,2700.679932,2705.27002,2705.27002,4241100000,-0.00687956,-4241100000,15.82394358,2713.646045,12.69868348,-2143786000,-1,-2705.27002,0,1.104766509,0.00,1.104766509,,
01-06-2018,2718.699951,2736.929932,2718.699951,2734.620117,2734.620117,3694310000,0.01084923,3694310000,17.55622575,2715.018066,14.54509884,-747774000,0,0,-0.01084923,1.092780643,0.05,1.038141611,,
04-06-2018,2741.669922,2749.159912,2740.540039,2746.870117,2746.870117,3410090000,0.004479598,3410090000,22.78781022,2720.126074,18.0524304,537296000,1,2746.870117,0,1.092780643,0.00,1.092780643,,
05-06-2018,2748.459961,2752.610107,2739.51001,2748.800049,2748.800049,3523550000,0.000702593,3523550000,17.94799371,2731.914063,18.22950228,1990668000,1,2748.800049,0.000702593,1.093548423,0.05,1.038871002,,
06-06-2018,2753.25,2772.389893,2748.459961,2772.350098,2772.350098,3662780000,0.008567392,3662780000,24.46307413,2741.58208,19.71580948,2009926000,1,2772.350098,0.008567392,1.102917281,0.06,1.047771417,,
07-06-2018,2774.840088,2779.899902,2760.159912,2770.370117,2770.370117,3742080000,-0.000714188,-3742080000,16.25075983,2754.6021,19.80117273,2109730000,1,2770.370117,-0.000714188,1.10212959,0.06,1.047023111,,
08-06-2018,2765.840088,2779.389893,2763.590088,2779.030029,2779.030029,3138850000,0.003125904,3138850000,14.65729211,2763.484082,19.221386,1998638000,1,2779.030029,0.003125904,1.105574742,0.06,1.050296005,,
11-06-2018,2780.179932,2790.209961,2780.169922,2782,2782,3262130000,0.001068708,3262130000,13.03206148,2770.510059,17.27023625,1969046000,1,2782,0.001068708,1.106756278,0.06,1.051418464,,
12-06-2018,2785.600098,2789.800049,2778.780029,2786.850098,2786.850098,3435700000,0.001743385,3435700000,6.808994328,2778.120068,15.04243638,1951476000,1,2786.850098,0.001743385,1.108685781,0.06,1.053251492,,
13-06-2018,2787.939941,2791.469971,2774.649902,2775.629883,2775.629883,3820770000,-0.004026128,-3820770000,6.249133521,2778.776025,11.39964825,454766000,0,0,-0.004026128,1.10422207,0.06,1.049010967,,
14-06-2018,2783.209961,2789.060059,2776.52002,2782.48999,2782.48999,3540930000,0.00247155,3540930000,4.182184138,2781.2,8.985933116,1911368000,1,2782.48999,0,1.10422207,0.00,1.10422207,,
15-06-2018,2777.780029,2782.810059,2761.72998,2779.659912,2779.659912,5451990000,-0.001017103,-5451990000,4.109330969,2781.325977,6.876340887,193200000,0,0,-0.001017103,1.103098963,0.06,1.047944015,,
18-06-2018,2765.790039,2774.98999,2757.120117,2773.75,2773.75,3316120000,-0.002126128,-3316120000,5.264860334,2779.675977,5.322900658,-1122450000,0,0,0,1.103098963,0.00,1.103098963,,
19-06-2018,2752.01001,2765.050049,2743.189941,2762.590088,2762.590088,3671160000,-0.004023402,-3671160000,7.64239787,2774.823975,5.489581366,-2543822000,-1,-2762.590088,0,1.103098963,0.00,1.103098963,,
20-06-2018,2769.72998,2774.860107,2763.909912,2767.320068,2767.320068,3332140000,0.001712154,3332140000,8.298697165,2773.162012,5.899494095,-1113240000,-1,-2767.320068,-0.001712154,1.101210287,0.06,1.046149773,,
21-06-2018,2769.280029,2769.280029,2744.389893,2749.76001,2749.76001,3336580000,-0.006345511,-3336580000,11.42218988,2766.616016,7.347495243,-2488742000,-1,-2749.76001,0.006345511,1.108198029,0.06,1.052788127,,
22-06-2018,2760.790039,2764.169922,2752.679932,2754.879883,2754.879883,5468110000,0.001861935,5468110000,9.57404426,2761.66001,8.440437901,-304722000,-1,-2754.879883,-0.001861935,1.106134637,0.06,1.050827905,,
25-06-2018,2742.939941,2742.939941,2698.669922,2717.070068,2717.070068,3663280000,-0.013724669,-3663280000,19.78775742,2750.324023,11.34501732,-374154000,-1,-2717.070068,0.013724669,1.121315968,0.06,1.06525017,,
26-06-2018,2722.120117,2732.909912,2715.600098,2723.060059,2723.060059,3568900000,0.002204577,3568900000,21.48583355,2742.418018,14.11370445,1073858000,0,0,-0.002204577,1.118843941,0.06,1.062901744,,
27-06-2018,2728.449951,2746.090088,2699.379883,2699.629883,2699.629883,3803990000,-0.008604355,-3803990000,23.13484533,2728.87998,17.08093409,-353368000,-1,-2699.629883,0,1.118843941,0.00,1.118843941,,
28-06-2018,2698.689941,2724.340088,2691.98999,2716.310059,2716.310059,3461100000,0.00617869,3461100000,20.24309598,2722.18999,18.84511531,1006168000,0,0,-0.00617869,1.111930951,0.06,1.056334404,,
29-06-2018,2727.129883,2743.26001,2718.030029,2718.370117,2718.370117,3586800000,0.000758403,3586800000,8.923305089,2714.888037,18.71496747,629906000,1,2718.370117,0,1.111930951,0.00,1.111930951,,
02-07-2018,2704.949951,2727.26001,2698.949951,2726.709961,2726.709961,3095040000,0.003067957,3095040000,10.42727927,2716.816016,16.84287184,1981570000,1,2726.709961,0.003067957,1.115342308,0.06,1.059575193,,
03-07-2018,2733.27002,2736.580078,2711.159912,2713.219971,2713.219971,1911460000,-0.004947351,-1911460000,9.867758259,2714.847998,14.51925678,885498000,0,0,-0.004947351,1.109824319,0.06,1.054333103,,
05-07-2018,2724.189941,2737.830078,2716.02002,2736.610107,2736.610107,2980160000,0.008620804,2980160000,9.460200618,2722.244043,11.78432784,2242328000,1,2736.610107,0,1.109824319,0.00,1.109824319,,
06-07-2018,2737.679932,2764.409912,2733.52002,2759.820068,2759.820068,2590250000,0.008481282,2590250000,18.41265127,2730.946045,11.4182389,2068158000,1,2759.820068,0.008481282,1.119237051,0.06,1.063275199,,
09-07-2018,2775.620117,2784.649902,2770.72998,2784.169922,2784.169922,3070060000,0.008822986,3070060000,28.12830944,2744.106006,15.25923977,1964810000,1,2784.169922,0.008822986,1.129112064,0.06,1.072656461,,
10-07-2018,2788.560059,2795.580078,2786.23999,2793.840088,2793.840088,3080140000,0.003473267,3080140000,33.29554367,2757.532031,19.83289265,1961830000,1,2793.840088,0.003473267,1.133033772,0.06,1.076382083,,
11-07-2018,2779.820068,2785.909912,2770.77002,2774.02002,2774.02002,2986180000,-0.007094203,-2986180000,22.37933631,2769.692041,22.33520826,1746886000,1,2774.02002,-0.007094203,1.1249958,0.06,1.06874601,,
12-07-2018,2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2834230000,0.008749043,2834230000,15.53936246,2782.028027,23.55104063,1717700000,1,2798.290039,0.008749043,1.134838437,0.06,1.078096515,,
13-07-2018,2796.929932,2804.530029,2791.689941,2801.310059,2801.310059,2619790000,0.001079237,2619790000,11.18264919,2790.326025,22.10504022,1723608000,1,2801.310059,0.001079237,1.136063197,0.06,1.079260037,,
16-07-2018,2797.360107,2801.189941,2793.389893,2798.429932,2798.429932,2819860000,-0.001028136,-2819860000,11.03757992,2793.178027,18.68689431,545624000,1,2798.429932,-0.001028136,1.13489517,0.06,1.078150411,,
17-07-2018,2789.340088,2814.189941,2789.23999,2809.550049,2809.550049,3064920000,0.003973699,3064920000,13.28116026,2796.32002,14.68401763,542580000,1,2809.550049,0.003973699,1.139404901,0.06,1.082434656,,
18-07-2018,2811.350098,2816.76001,2805.889893,2815.620117,2815.620117,3111560000,0.002160513,3111560000,7.659096155,2804.640039,11.7399696,1762128000,1,2815.620117,0.002160513,1.1418666,0.06,1.08477327,,
19-07-2018,2809.370117,2812.050049,2799.77002,2804.48999,2804.48999,3278360000,-0.003952993,-3278360000,6.831162994,2805.880029,9.998329705,539610000,0,0,-0.003952993,1.137352809,0.06,1.080485168,,
20-07-2018,2804.550049,2809.699951,2800.01001,2801.830078,2801.830078,3243250000,-0.000948448,-3243250000,6.747639209,2805.984033,9.111327708,-632998000,0,0,0,1.137352809,0.00,1.137352809,,
23-07-2018,2799.169922,2808.610107,2795.139893,2806.97998,2806.97998,2928490000,0.001838049,2928490000,5.278004669,2807.694043,7.959412657,516672000,0,0,0,1.137352809,0.00,1.137352809,,
24-07-2018,2820.679932,2829.98999,2811.120117,2820.399902,2820.399902,3430410000,0.004780911,3430410000,7.840273809,2809.864014,6.871235367,589770000,1,2820.399902,0,1.137352809,0.00,1.137352809,,
25-07-2018,2817.72998,2848.030029,2817.72998,2846.070068,2846.070068,3584400000,0.009101605,3584400000,18.29060781,2815.954004,8.997537699,684338000,1,2846.070068,0.009101605,1.147704545,0.06,1.090319318,,
26-07-2018,2835.48999,2845.570068,2835.26001,2837.439941,2837.439941,3667290000,-0.003032296,-3667290000,19.04775171,2822.543994,11.44085544,606552000,1,2837.439941,-0.003032296,1.144224365,0.06,1.087013147,,
27-07-2018,2842.350098,2843.169922,2808.340088,2818.820068,2818.820068,3434370000,-0.006562209,-3434370000,15.63918743,2825.941992,13.21916509,568328000,0,0,-0.006562209,1.136715726,0.06,1.07987994,,
30-07-2018,2819,2821.73999,2798.110107,2802.600098,2802.600098,3261190000,-0.00575417,-3261190000,17.02781703,2825.066016,15.56912756,-669608000,-1,-2802.600098,0,1.136715726,0.00,1.136715726,,
31-07-2018,2809.72998,2824.459961,2808.060059,2816.290039,2816.290039,3906890000,0.004884729,3906890000,17.40440438,2824.244043,17.48195367,-574312000,0,0,-0.004884729,1.131163178,0.06,1.074605019,,
01-08-2018,2821.169922,2825.830078,2805.850098,2813.360107,2813.360107,3501350000,-0.001040352,-3501350000,12.6466352,2817.702051,16.35315915,-1991462000,0,0,0,1.131163178,0.00,1.131163178,,
02-08-2018,2800.47998,2829.909912,2796.340088,2827.219971,2827.219971,3501380000,0.004926445,3501380000,8.942405159,2815.658057,14.33208984,-557728000,0,0,0,1.131163178,0.00,1.131163178,,
