Date,Open,High,Low,Close,Adj Close,Volume,Return,Signed_Vol,Vol,SMA5_Price,SMA5_Vol,SMA5_Volume,Signal,Trade,PnL,Absolute Return,TC,Net Return,TC,0.05
21-02-2017,2354.909912,2366.709961,2354.909912,2365.379883,2365.379883,3587520000,0.006048066,3587520000,10.00452561,2350.117969,13.34749323,2148472000,1,2365.379883,0.006048066,1.0268603,0.05,0.975517285,,
22-02-2017,2361.110107,2365.129883,2358.340088,2362.820068,2362.820068,3473170000,-0.0010822,-3473170000,8.323090507,2355.165967,11.64633809,748230000,1,2362.820068,-0.0010822,1.025749032,0.05,0.97446158,,
23-02-2017,2367.5,2368.26001,2355.090088,2363.810059,2363.810059,4021770000,0.000418987,4021770000,8.282782457,2358.077979,10.00131561,795410000,1,2363.810059,0.000418987,1.026178807,0.05,0.974869867,,
24-02-2017,2355.72998,2367.340088,2352.870117,2367.340088,2367.340088,3832410000,0.001493364,3832410000,6.351071843,2362.102002,8.5156207,2297072000,1,2367.340088,0.001493364,1.027711266,0.05,0.976325702,,
27-02-2017,2365.22998,2371.540039,2361.870117,2369.75,2369.75,3584680000,0.001017983,3584680000,2.783375857,2365.82002,7.148969254,2310642000,1,2369.75,0.001017983,1.028757458,0.05,0.977319585,,
28-02-2017,2366.080078,2367.790039,2358.959961,2363.639893,2363.639893,4212460000,-0.002578376,-4212460000,2.955606733,2365.472021,5.739185479,750646000,0,0,-0.002578376,1.026104934,0.05,0.974799688,,
01-03-2017,2380.129883,2400.97998,2380.129883,2395.959961,2395.959961,4347630000,0.013673855,4347630000,13.58099357,2372.1,6.790766092,2314806000,1,2395.959961,0,1.026104934,0.00,1.026104934,,
02-03-2017,2394.75,2394.75,2380.169922,2381.919922,2381.919922,3824030000,-0.005859881,-3824030000,13.22769682,2375.721973,7.779748965,745646000,1,2381.919922,-0.005859881,1.020092082,0.05,0.969087478,,
03-03-2017,2380.919922,2383.889893,2375.389893,2383.120117,2383.120117,3556670000,0.000503877,3556670000,12.59526239,2378.877979,9.028587073,690498000,1,2383.120117,0.000503877,1.020606083,0.05,0.969575779,,
06-03-2017,2375.22998,2378.800049,2367.97998,2375.310059,2375.310059,3251800000,-0.003277241,-3251800000,11.80878644,2379.98999,10.83366919,-676798000,-1,-2375.310059,-0.003277241,1.017261311,0.05,0.966398246,,
07-03-2017,2370.73999,2375.120117,2365.51001,2368.389893,2368.389893,3526300000,-0.002913374,-3526300000,10.25321682,2380.93999,12.29319121,-539566000,0,0,0.002913374,1.020224974,0.05,0.969213725,,
08-03-2017,2369.810059,2373.090088,2361.01001,2362.97998,2362.97998,3814080000,-0.002284215,-3814080000,8.659394168,2374.343994,11.30887133,-2171908000,0,0,0,1.020224974,0.00,1.020224974,,
09-03-2017,2363.48999,2369.080078,2354.540039,2364.870117,2364.870117,3718450000,0.000799895,3718450000,8.27890278,2370.934033,10.31911252,-663412000,0,0,0,1.020224974,0.00,1.020224974,,
10-03-2017,2372.52002,2376.860107,2363.040039,2372.600098,2372.600098,3434400000,0.00326867,3434400000,5.155140412,2368.830029,8.831088125,-687866000,0,0,0,1.020224974,0.00,1.020224974,,
13-03-2017,2371.560059,2374.419922,2368.52002,2373.469971,2373.469971,3166650000,0.000366633,3166650000,4.614189597,2368.462012,7.392168756,595824000,1,2373.469971,0,1.020224974,0.00,1.020224974,,
14-03-2017,2368.550049,2368.550049,2358.179932,2365.449951,2365.449951,3173760000,-0.003379027,-3173760000,4.808888619,2367.874023,6.303303115,666332000,0,0,-0.003379027,1.016777606,0.05,0.965938725,,
15-03-2017,2370.340088,2390.01001,2368.939941,2385.26001,2385.26001,3909490000,0.008374753,3909490000,8.239274269,2372.330029,6.219279135,2211046000,1,2385.26001,0,1.016777606,0.00,1.016777606,,
16-03-2017,2387.709961,2388.100098,2377.179932,2381.379883,2381.379883,3368880000,-0.00162671,-3368880000,7.798680172,2375.631982,6.123234614,793580000,1,2381.379883,-0.00162671,1.015123603,0.05,0.964367423,,
17-03-2017,2383.709961,2385.709961,2377.639893,2378.25,2378.25,5179820000,-0.001314315,-5179820000,7.657595269,2376.761963,6.623725585,-929264000,0,0,-0.001314315,1.013789411,0.05,0.963099941,,
20-03-2017,2378.23999,2379.550049,2369.659912,2373.469971,2373.469971,3061560000,-0.002009894,-3061560000,7.657595269,2376.761963,7.23240672,-2174906000,-1,-2373.469971,0,1.013789411,0.00,1.013789411,,
21-03-2017,2379.320068,2381.929932,2341.899902,2344.02002,2344.02002,4278890000,-0.012407973,-4278890000,16.48317258,2372.475977,9.567263512,-2395932000,-1,-2344.02002,0.012407973,1.026368483,0.05,0.975050059,,
22-03-2017,2343,2351.810059,2336.449951,2348.449951,2348.449951,3575160000,0.001889886,3575160000,17.53284219,2365.113965,11.4259771,-2462798000,-1,-2348.449951,-0.001889886,1.024428763,0.05,0.973207325,,
23-03-2017,2345.969971,2358.919922,2342.129883,2345.959961,2345.959961,3262400000,-0.00106027,-3262400000,16.43915924,2358.02998,13.15407291,-2441502000,-1,-2345.959961,0.00106027,1.025514934,0.05,0.974239187,,
24-03-2017,2350.419922,2356.219971,2335.73999,2343.97998,2343.97998,2978530000,-0.000843996,-2978530000,12.59613323,2351.175977,14.1417805,-2001244000,0,0,0.000843996,1.026380464,0.05,0.975061441,,
27-03-2017,2329.110107,2344.899902,2322.25,2341.590088,2341.590088,3242300000,-0.001019587,-3242300000,2.561834804,2344.8,13.12262841,-2037392000,0,0,0,1.026380464,0.00,1.026380464,,
28-03-2017,2339.790039,2363.780029,2337.629883,2358.570068,2358.570068,3369120000,0.007251474,3369120000,6.574907208,2347.71001,11.14097533,-507790000,0,0,0,1.026380464,0.00,1.026380464,,
29-03-2017,2356.540039,2363.360107,2352.939941,2361.129883,2361.129883,3107670000,0.001085325,3107670000,8.948560851,2350.245996,9.424119066,-601288000,0,0,0,1.026380464,0.00,1.026380464,,
30-03-2017,2361.310059,2370.419922,2358.580078,2368.060059,2368.060059,3159680000,0.00293511,3159680000,11.41922532,2354.666016,8.420132281,683128000,1,2368.060059,0,1.026380464,0.00,1.026380464,,
31-03-2017,2364.820068,2370.350098,2362.600098,2362.719971,2362.719971,3356740000,-0.002255047,-3356740000,10.02537064,2358.414014,7.905979763,607486000,1,2362.719971,-0.002255047,1.024065927,0.05,0.972862631,,
03-04-2017,2362.340088,2365.870117,2344.72998,2358.840088,2358.840088,3418730000,-0.001642126,-3418730000,3.861890278,2361.864014,8.165990858,572200000,0,0,-0.001642126,1.022384283,0.05,0.971265068,,
04-04-2017,2354.76001,2360.530029,2350.719971,2360.159912,2360.159912,3208340000,0.000559523,3208340000,3.577888758,2362.181982,7.566587168,540044000,0,0,0,1.022384283,0.00,1.022384283,,
05-04-2017,2366.590088,2378.360107,2350.52002,2352.949951,2352.949951,3780650000,-0.003054861,-3780650000,5.52146681,2360.545996,6.88116836,-837620000,0,0,0,1.022384283,0.00,1.022384283,,
06-04-2017,2353.790039,2364.159912,2348.899902,2357.48999,2357.48999,3203250000,0.001929509,3203250000,3.622124739,2358.431982,5.321748244,-828906000,0,0,0,1.022384283,0.00,1.022384283,,
07-04-2017,2356.590088,2363.76001,2350.73999,2355.540039,2355.540039,3054700000,-0.00082713,-3054700000,2.834843898,2356.995996,3.883642897,-768498000,0,0,0,1.022384283,0.00,1.022384283,,
10-04-2017,2357.159912,2366.370117,2351.5,2357.159912,2357.159912,2792570000,0.000687686,2792570000,2.655511037,2356.659961,3.642367049,473762000,1,2357.159912,0,1.022384283,0.00,1.022384283,,
11-04-2017,2353.919922,2355.219971,2337.25,2353.780029,2353.780029,3120900000,-0.001433879,-3120900000,2.006908231,2355.383984,3.328170943,-792086000,0,0,-0.001433879,1.020918307,0.05,0.969872392,,
12-04-2017,2352.149902,2352.719971,2341.179932,2344.929932,2344.929932,3201300000,-0.003759951,-3201300000,5.162588519,2353.77998,3.256395285,-676216000,-1,-2344.929932,0,1.020918307,0.00,1.020918307,,
13-04-2017,2341.97998,2348.26001,2328.949951,2328.949951,2328.949951,3146380000,-0.006814694,-3146380000,11.68833497,2348.071973,4.869637331,-1946142000,-1,-2328.949951,0.006814694,1.027875553,0.05,0.976481775,,
17-04-2017,2332.620117,2349.139893,2332.51001,2349.01001,2349.01001,2826890000,0.008613349,2826890000,10.98918034,2346.765967,6.50050462,-769824000,0,0,-0.008613349,1.019022102,0.05,0.968070997,,
18-04-2017,2342.530029,2348.350098,2334.540039,2342.189941,2342.189941,3272210000,-0.00290338,-3272210000,9.36928817,2343.771973,7.843260047,-1982780000,-1,-2342.189941,0,1.019022102,0.00,1.019022102,,
19-04-2017,2346.790039,2352.629883,2335.050049,2338.169922,2338.169922,3521160000,-0.001716351,-3521160000,7.642331577,2340.649951,8.970344716,-2062832000,0,0,0.001716351,1.020771102,0.05,0.969732546,,
20-04-2017,2342.689941,2361.370117,2340.909912,2355.840088,2355.840088,3648990000,0.007557263,3648990000,10.27419883,2342.831982,9.992666779,-692774000,0,0,0,1.020771102,0.00,1.020771102,,
21-04-2017,2354.73999,2356.179932,2344.51001,2348.689941,2348.689941,3524160000,-0.003035073,-3524160000,6.81740595,2346.77998,9.018480975,-768330000,0,0,0,1.020771102,0.00,1.020771102,,
24-04-2017,2370.330078,2376.97998,2369.189941,2374.149902,2374.149902,3711170000,0.010840069,3711170000,14.17431523,2351.807959,9.655507951,-591474000,0,0,0,1.020771102,0.00,1.020771102,,
25-04-2017,2381.51001,2392.47998,2381.149902,2388.610107,2388.610107,4005820000,0.006090687,4005820000,20.21491005,2361.091992,11.82463233,864132000,1,2388.610107,0,1.020771102,0.00,1.020771102,,
26-04-2017,2388.97998,2398.159912,2386.780029,2387.449951,2387.449951,4111350000,-0.000485703,-4111350000,18.1534211,2370.947998,13.92685023,746094000,1,2387.449951,-0.000485703,1.020275309,0.05,0.969261544,,
27-04-2017,2389.699951,2392.100098,2382.679932,2388.77002,2388.77002,4099940000,0.00055292,4099940000,17.25316066,2377.533984,15.3226426,836284000,1,2388.77002,0.00055292,1.02083944,0.05,0.969797468,,
28-04-2017,2393.679932,2393.679932,2382.360107,2384.199951,2384.199951,3721350000,-0.001913147,-3721350000,6.143092689,2384.635986,15.18777995,796846000,0,0,-0.001913147,1.018886424,0.05,0.967942103,,
01-05-2017,2388.5,2394.48999,2384.830078,2388.330078,2388.330078,3201500000,0.001732291,3201500000,1.898896453,2387.472021,12.73269619,694912000,1,2388.330078,0,1.018886424,0.00,1.018886424,,
02-05-2017,2391.050049,2392.929932,2385.820068,2391.169922,2391.169922,3861360000,0.00118905,3861360000,2.524476612,2387.983984,9.194609503,666020000,1,2391.169922,0.00118905,1.020097931,0.05,0.969093034,,
03-05-2017,2386.5,2389.820068,2379.75,2388.129883,2388.129883,3896760000,-0.001271361,-3896760000,2.506768943,2388.119971,6.065279072,708938000,1,2388.129883,-0.001271361,1.018801018,0.05,0.967860968,,
04-05-2017,2389.790039,2391.429932,2380.350098,2389.52002,2389.52002,4367860000,0.000582103,4367860000,2.576850567,2388.269971,3.130017053,762522000,1,2389.52002,0.000582103,1.019394065,0.05,0.968424362,,
05-05-2017,2392.370117,2399.290039,2389.379883,2399.290039,2399.290039,3543240000,0.004088695,3543240000,4.633986743,2391.287988,2.828195863,2215440000,1,2399.290039,0.004088695,1.023562057,0.05,0.972383954,,
08-05-2017,2399.939941,2401.360107,2393.919922,2399.379883,2399.379883,3429990000,3.74E-05,3429990000,5.436111211,2393.497949,3.535638815,2261138000,1,2399.379883,3.7446E-05,1.023600385,0.05,0.972420366,,
09-05-2017,2401.580078,2403.870117,2392.439941,2396.919922,2396.919922,3657840000,-0.001025249,-3657840000,5.428694732,2394.647949,4.116482439,757298000,1,2396.919922,-0.001025249,1.02255094,0.05,0.971423393,,
10-05-2017,2396.790039,2399.73999,2392.790039,2399.629883,2399.629883,3649370000,0.001130601,3649370000,4.294396891,2396.947949,4.474008029,2266524000,1,2399.629883,0.001130601,1.023707038,0.05,0.972521686,,
11-05-2017,2394.840088,2395.719971,2381.73999,2394.439941,2394.439941,3727710000,-0.002162809,-3727710000,2.238426686,2397.931934,4.406323252,647410000,0,0,-0.002162809,1.021492955,0.05,0.970418307,,
12-05-2017,2392.439941,2392.439941,2387.189941,2390.899902,2390.899902,3304620000,-0.001478441,-3304620000,3.65952013,2396.253906,4.21142993,-722162000,0,0,0,1.021492955,0.00,1.021492955,,
15-05-2017,2393.97998,2404.050049,2393.939941,2402.320068,2402.320068,3490080000,0.004776514,3490080000,4.440326716,2396.841943,4.012273031,-710144000,0,0,0,1.021492955,0.00,1.021492955,,
16-05-2017,2404.550049,2405.77002,2396.050049,2400.669922,2400.669922,3421810000,-0.000686897,-3421810000,4.761849542,2397.591943,3.878903993,-662938000,0,0,0,1.021492955,0.00,1.021492955,,
17-05-2017,2382.949951,2384.870117,2356.209961,2357.030029,2357.030029,4164760000,-0.018178214,-4164760000,18.49910143,2389.071973,6.719844902,-2225764000,-1,-2357.030029,0,1.021492955,0.00,1.021492955,,
18-05-2017,2354.689941,2375.73999,2352.719971,2365.719971,2365.719971,4319440000,0.003686818,4319440000,20.73885592,2383.327979,10.41993075,-616334000,-1,-2365.719971,-0.003686818,1.017726896,0.05,0.966840551,,
19-05-2017,2371.370117,2389.060059,2370.429932,2381.72998,2381.72998,3831700000,0.0067675,3831700000,20.30272551,2381.493994,13.74857182,810930000,1,2381.72998,-0.0067675,1.010839429,0.05,0.960297458,,
22-05-2017,2387.209961,2395.459961,2386.919922,2394.02002,2394.02002,3176580000,0.005160131,3176580000,18.42688549,2379.833984,16.54588358,748230000,1,2394.02002,0.005160131,1.016055493,0.05,0.965252719,,
23-05-2017,2397.040039,2400.850098,2393.879883,2398.419922,2398.419922,3216560000,0.001837872,3216560000,17.80792462,2379.383984,19.15509859,2075904000,1,2398.419922,0.001837872,1.017922873,0.05,0.96702673,,
24-05-2017,2401.409912,2405.580078,2397.98999,2404.389893,2404.389893,3389240000,0.002489127,3389240000,15.37443921,2388.855957,18.53016615,3586704000,1,2404.389893,0.002489127,1.020456612,0.05,0.969433782,,
25-05-2017,2409.540039,2418.709961,2408.01001,2415.070068,2415.070068,3538210000,0.004441948,3538210000,12.35225552,2398.725977,16.85284607,3430458000,1,2415.070068,0.004441948,1.024989428,0.05,0.973739956,,
26-05-2017,2414.5,2416.679932,2412.199951,2415.820068,2415.820068,2806930000,0.00031055,2806930000,9.762557788,2405.543994,14.74481252,3225504000,1,2415.820068,0.00031055,1.025307738,0.05,0.974042351,,
30-05-2017,2411.669922,2415.26001,2409.429932,2412.909912,2412.909912,3205860000,-0.001204625,-3205860000,7.604592143,2409.321973,12.58035385,1949016000,1,2412.909912,-0.001204625,1.024072627,0.05,0.972868996,,
31-05-2017,2415.629883,2415.98999,2403.590088,2411.800049,2411.800049,4518040000,-0.000459969,-4518040000,4.5497219,2411.997998,9.928713311,402096000,0,0,-0.000459969,1.023601586,0.05,0.972421507,,
01-06-2017,2415.649902,2430.060059,2413.540039,2430.060059,2430.060059,3860620000,0.007571113,3860620000,7.40545669,2417.132031,8.334916808,496372000,1,2430.060059,0,1.023601586,0.00,1.023601586,,
02-06-2017,2431.280029,2440.22998,2427.709961,2439.070068,2439.070068,3465500000,0.003707731,3465500000,12.05393023,2421.932031,8.275251751,481830000,1,2439.070068,0.003707731,1.027396826,0.05,0.976026984,,
05-06-2017,2437.830078,2439.550049,2434.320068,2436.100098,2436.100098,2916720000,-0.001217665,-2916720000,12.86770215,2425.988037,8.896280623,-662900000,0,0,-0.001217665,1.0261458,0.05,0.97483851,,
06-06-2017,2431.919922,2436.209961,2428.120117,2429.330078,2429.330078,3376750000,-0.00277904,-3376750000,10.58912825,2429.27207,9.493187844,-697078000,0,0,0,1.0261458,0.00,1.0261458,,
07-06-2017,2432.030029,2435.280029,2424.75,2433.139893,2433.139893,3576220000,0.001568257,3576220000,4.096622889,2433.540039,9.402568042,921774000,0,0,0,1.0261458,0.00,1.0261458,,
08-06-2017,2434.27002,2439.27002,2427.939941,2433.790039,2433.790039,3735980000,0.000267205,3735980000,3.615901045,2434.286035,8.644656913,896846000,0,0,0,1.0261458,0.00,1.0261458,,
09-06-2017,2436.389893,2446.199951,2415.699951,2431.77002,2431.77002,4029860000,-0.000829989,-4029860000,2.504205454,2432.826025,6.734711957,-602226000,0,0,0,1.0261458,0.00,1.0261458,,
12-06-2017,2425.879883,2430.379883,2419.969971,2429.389893,2429.389893,4031840000,-0.000978763,-4031840000,2.071609815,2431.483984,4.575493491,-825250000,0,0,0,1.0261458,0.00,1.0261458,,
13-06-2017,2434.149902,2441.48999,2431.280029,2440.350098,2440.350098,3278240000,0.004511505,3278240000,4.087993254,2433.687988,3.275266492,505748000,1,2440.350098,0,1.0261458,0.00,1.0261458,,
14-06-2017,2443.75,2443.75,2428.340088,2437.919922,2437.919922,3558640000,-0.000995831,-3558640000,4.468944853,2434.643994,3.349730884,-921224000,0,0,-0.000995831,1.025123933,0.05,0.973867736,,
15-06-2017,2424.139893,2433.949951,2418.530029,2432.459961,2432.459961,3371980000,-0.002239598,-3371980000,4.570908351,2434.377979,3.540732345,-2342816000,-1,-2432.459961,0,1.025123933,0.00,1.025123933,,
16-06-2017,2431.23999,2433.149902,2422.879883,2433.149902,2433.149902,5299380000,0.000283639,5299380000,4.413012529,2434.653955,3.92249376,-476968000,-1,-2433.149902,-0.000283639,1.024833167,0.05,0.973591509,,
19-06-2017,2442.550049,2453.820068,2441.790039,2453.459961,2453.459961,3271480000,0.008347229,3271480000,8.484995323,2439.467969,5.205170862,983696000,1,2453.459961,-0.008347229,1.01627865,0.05,0.965464718,,
20-06-2017,2450.659912,2450.659912,2436.600098,2437.030029,2437.030029,3422700000,-0.006696637,-3422700000,8.528502347,2438.803955,6.09327268,-356492000,-1,-2437.030029,-0.006696637,1.009473001,0.05,0.958999351,,
21-06-2017,2439.310059,2442.22998,2430.73999,2435.610107,2435.610107,3599190000,-0.000582644,-3599190000,8.650050704,2438.341992,6.929493851,-364602000,-1,-2435.610107,0.000582644,1.010061165,0.05,0.959558106,,
22-06-2017,2437.399902,2441.620117,2433.27002,2434.5,2434.5,3477250000,-0.000455782,-3477250000,8.346013557,2438.75,7.684514892,-385656000,-1,-2434.5,0.000455782,1.010521532,0.05,0.959995456,,
23-06-2017,2434.649902,2441.399902,2431.110107,2438.300049,2438.300049,5282460000,0.001560916,5282460000,7.780750762,2439.780029,8.358062538,-389040000,0,0,-0.001560916,1.008944194,0.05,0.958496984,,
26-06-2017,2443.320068,2450.419922,2437.030029,2439.070068,2439.070068,3243660000,0.000315802,3243660000,1.878166849,2436.902051,7.036696844,-394604000,0,0,0,1.008944194,0.00,1.008944194,,
27-06-2017,2436.340088,2440.149902,2419.379883,2419.379883,2419.379883,3564770000,-0.008072825,-3564770000,8.043856359,2433.372021,6.939767646,-423018000,-1,-2419.379883,0,1.008944194,0.00,1.008944194,,
28-06-2017,2428.699951,2442.969971,2428.02002,2440.689941,2440.689941,3479980000,0.008808066,3479980000,8.691899694,2434.387988,6.948137444,992816000,1,2440.689941,-0.008808066,1.000057346,0.05,0.950054479,,
29-06-2017,2442.379883,2442.72998,2405.699951,2419.699951,2419.699951,3869560000,-0.008600023,-3869560000,10.88708041,2431.427979,7.456350815,914354000,0,0,-0.008600023,0.99145683,0.05,0.941883988,,
30-06-2017,2429.199951,2432.709961,2421.649902,2423.409912,2423.409912,3366030000,0.001533232,3366030000,10.56923464,2428.449951,8.014047592,531068000,0,0,0,0.99145683,0.00,0.99145683,,
03-07-2017,2431.389893,2439.169922,2428.689941,2429.01001,2429.01001,1901480000,0.002310834,1901480000,8.861725348,2426.437939,9.410759291,262632000,1,2429.01001,0,0.99145683,0.00,0.99145683,,
05-07-2017,2430.780029,2434.899902,2422.050049,2432.540039,2432.540039,3368150000,0.001453279,3368150000,8.168571145,2429.069971,9.435702248,1649216000,1,2432.540039,0.001453279,0.992897693,0.05,0.943252808,,
06-07-2017,2423.439941,2424.280029,2407.699951,2409.75,2409.75,3368710000,-0.009368824,-3368710000,8.855560007,2422.881982,9.468434311,279478000,0,0,-0.009368824,0.98359541,0.05,0.934415639,,
07-07-2017,2413.52002,2426.919922,2413.52002,2425.179932,2425.179932,2929390000,0.006403125,2929390000,8.701048539,2423.977979,9.031227936,1639268000,1,2425.179932,0,0.98359541,0.00,0.98359541,,
10-07-2017,2424.51001,2432,2422.27002,2427.429932,2427.429932,3009880000,0.000927766,3009880000,8.820347956,2424.781982,8.681450599,1568038000,1,2427.429932,0.000927766,0.984507956,0.05,0.935282558,,
11-07-2017,2427.350098,2429.300049,2412.790039,2425.530029,2425.530029,3108800000,-0.000782681,-3108800000,8.536033305,2424.085986,8.61631219,565982000,1,2425.530029,-0.000782681,0.983737401,0.05,0.934550531,,
12-07-2017,2435.75,2445.76001,2435.75,2443.25,2443.25,3176900000,0.007305608,3176900000,11.8775336,2426.227979,9.358104682,527732000,1,2443.25,0.007305608,0.9909242,0.05,0.94137799,,
