time,open,high,low,close,vol,oi,roll
2013-08-14,96.5,101.0,96.5,98.93,7943.08986268,0.0,0.0
2013-08-15,98.66,100.01,96.24,98.23,1791.96456201,0.0,0.0
2013-08-16,98.39,98.96,96.53,98.96,1865.56265783,0.0,0.0
2013-08-17,98.99,99.7,97.5,99.25,1585.65927454,0.0,0.0
2013-08-18,99.45,100.0,98.42,99.27,876.53347251,0.0,0.0
2013-08-19,99.28,105.0,98.82,102.37,7058.39396976,0.0,0.0
2013-08-20,102.37,104.74,100.48,104.4,3670.0164308,0.0,0.0
2013-08-21,104.11,114.45,104.01,111.0,9256.91080031,0.0,0.0
2013-08-22,111.68,113.01,107.99,109.5,3727.81651275,0.0,0.0
2013-08-23,109.35,110.0,104.3,107.7,5303.25575693,0.0,0.0
2013-08-24,107.69,110.6,106.61,108.99,2711.83885915,0.0,0.0
2013-08-25,108.4,113.1,108.4,112.81,5687.01382010001,0.0,0.0
2013-08-26,112.79,113.9,110.0,112.48,3525.77285325,0.0,0.0
2013-08-27,112.48,119.0,111.77,118.45,9356.91817539,0.0,0.0
2013-08-28,118.47,119.76,116.0,119.0,3303.54112749,0.0,0.0
2013-08-29,119.0,121.0,117.29,118.98,2725.46015964,0.0,0.0
2013-08-30,118.95,126.3,118.05,125.42,9188.28584396,0.0,0.0
2013-08-31,124.47,134.76,123.75,134.41,9817.5181096,0.0,0.0
2013-09-01,134.75,134.94,126.81,130.09,2583.69298296,0.0,0.0
2013-09-02,130.39,132.05,128.0,129.95,4119.06348869,0.0,0.0
2013-09-03,129.75,131.0,126.9,129.95,3663.31725838,0.0,0.0
2013-09-04,129.95,130.19,115.0,123.28,8186.06439984,0.0,0.0
2013-09-05,123.48,127.99,115.81,123.48,7584.34549479,0.0,0.0
2013-09-06,123.6,124.75,115.0,118.03,5329.26580128,0.0,0.0
2013-09-07,117.69,121.10889,115.5,119.88,3170.3926304,0.0,0.0
2013-09-08,120.0,120.84,116.77,117.56,2503.48770234,0.0,0.0
2013-09-09,117.83,124.0,115.98561,119.45,8198.27059079,0.0,0.0
2013-09-10,119.68,124.24,119.5,122.28,3779.70559862,0.0,0.0
2013-09-11,122.8,125.0,118.39,124.06,6598.54243855,0.0,0.0
2013-09-12,123.71,128.5,123.0,127.14,6742.81498259,0.0,0.0
2013-09-13,127.2,129.11,124.82,127.67,2719.5992513,0.0,0.0
2013-09-14,127.67,127.98,122.53,124.09,3476.76080937,0.0,0.0
2013-09-15,123.7,126.35,123.15,124.99,2011.5210456,0.0,0.0
2013-09-16,124.91,126.84,124.0,125.38,1709.80622717,0.0,0.0
2013-09-17,125.53,127.74,125.32,127.27,1416.57410839,0.0,0.0
2013-09-18,127.54,128.41,125.85,127.69,3800.50606105,0.0,0.0
2013-09-19,127.46,127.99,123.39,123.80095,3578.84127162,0.0,0.0
2013-09-20,123.88,126.01,121.5,123.38,3680.5235112,0.0,0.0
2013-09-21,123.39,124.02,122.0,123.68,1150.00599811,0.0,0.0
2013-09-22,123.64,123.64,122.22,122.8,995.39008022,0.0,0.0
2013-09-23,122.82,124.09,122.0,122.87,2532.94651444,0.0,0.0
2013-09-24,123.03,123.97,121.89,123.74,2653.12936528,0.0,0.0
2013-09-25,124.03,125.22,123.3,123.55,2375.07881196,0.0,0.0
2013-09-26,123.99,124.989,123.3,124.88,907.96651982,0.0,0.0
2013-09-27,124.7,126.86,123.93,125.76,2448.6272336,0.0,0.0
2013-09-28,126.58,127.0,124.8,126.87,2546.41923809,0.0,0.0
2013-09-29,126.41,128.8,126.41,127.58,2608.62119002,0.0,0.0
2013-09-30,127.74,127.89,123.76,126.08,3106.40481383,0.0,0.0
2013-10-01,126.03,127.9399,125.42,126.93,2160.00449957,0.0,0.0
2013-10-02,126.93,128.5,83.26,105.0,35979.22486126,0.0,0.0
2013-10-03,104.0,118.74,101.66,116.7,12947.73353228,0.0,0.0
2013-10-04,117.03,123.25,116.0,122.53,6810.09933609,0.0,0.0
2013-10-05,122.01,125.0,115.0,121.12,1466.98790492,0.0,0.0
2013-10-06,121.14,122.5,121.01,122.01,373.9442,0.0,0.0
2013-10-07,122.01,123.91,121.6,123.89,2293.13461619,0.0,0.0
2013-10-08,123.85,125.03,120.8,125.0,5260.25836849,0.0,0.0
2013-10-09,125.02,127.99,123.3,126.01,6664.89844842,0.0,0.0
2013-10-10,126.38,126.79,125.0,126.43,2421.03589728,0.0,0.0
2013-10-11,126.5,127.3,125.54,127.19,2208.06994229,0.0,0.0
2013-10-12,127.36,127.92,126.65,127.75,1685.61558018,0.0,0.0
2013-10-13,127.6,133.2,127.55,132.09,5737.69476144,0.0,0.0
2013-10-14,132.24,139.99,132.0,134.17,12381.49676109,0.0,0.0
2013-10-15,134.16,144.47,133.99,139.42,6254.03840938,0.0,0.0
2013-10-16,139.64,147.0,137.21,140.12,15649.55233577,0.0,0.0
2013-10-17,139.59,144.98,133.99,143.9,5001.1380452,0.0,0.0
2013-10-18,143.95,155.25,143.0,151.0,14176.48431254,0.0,0.0
2013-10-19,151.46,178.5,151.46,163.22,20126.32572311,0.0,0.0
2013-10-20,163.2,168.875,162.31,166.25,4132.36719952,0.0,0.0
2013-10-21,165.46,183.0,165.46,179.78,12575.45477438,0.0,0.0
2013-10-22,179.78,215.0,178.85691,193.9,18425.12636212,0.0,0.0
2013-10-23,191.01,207.01,187.0,204.0,12671.54989095,0.0,0.0
2013-10-24,205.0,210.995,155.81,187.0,39404.06410953,0.0,0.0
2013-10-25,186.4,195.13,167.75,182.54,18946.12862346,0.0,0.0
2013-10-26,182.39,190.0,175.21,179.25,5815.79680805,0.0,0.0
2013-10-27,179.51,198.38,178.86,193.054999,6364.46150283,0.0,0.0
2013-10-28,193.5,199.0,192.15,193.51,5348.55004254,0.0,0.0
2013-10-29,194.5,203.33,194.5,200.99,7566.91486923,0.0,0.0
2013-10-30,202.25,206.0,197.0,200.5201,12101.74741779,0.0,0.0
2013-10-31,200.99,203.9,195.28,202.95,6907.56328304,0.0,0.0
2013-11-01,202.79,204.0,200.5,203.01,1947.39733122,0.0,0.0
2013-11-02,203.0,205.79,201.33,204.92,4009.13270865,0.0,0.0
2013-11-03,204.26,219.89,203.0,209.99,4551.27791532,0.0,0.0
2013-11-04,210.0,227.53,209.85499,225.09,9439.54478876,0.0,0.0
2013-11-05,225.02,250.75,223.81,242.0,22670.64389502,0.0,0.0
2013-11-06,241.05,265.0,237.0,263.62,27408.2117684099,0.0,0.0
2013-11-07,263.7,297.79,259.5,292.89,36084.34269903,0.0,0.0
2013-11-08,292.11,334.75,288.89,329.0,21863.95742086,0.0,0.0
2013-11-09,329.0,386.0,297.0,354.21,27344.45841499,0.0,0.0
2013-11-10,351.46,353.958,265.11,320.0,32873.90364394,0.0,0.0
2013-11-11,320.0,357.95,311.56,337.55,11498.4279973,0.0,0.0
2013-11-12,339.0,400.0,334.51,349.26,12098.06433483,0.0,0.0
2013-11-13,349.95,414.73,347.94164,403.02,12644.6707708,0.0,0.0
2013-11-14,403.5,423.5,392.8,415.99,14024.99644111,0.0,0.0
2013-11-15,418.0,439.94,404.82,405.0,13456.85326495,0.0,0.0
2013-11-16,405.0,448.95,388.011,439.76,12830.6681715,0.0,0.0
2013-11-17,437.1,488.88,433.65307,488.6999,8633.99292444001,0.0,0.0
2013-11-18,488.69,775.0,484.1,696.0,22155.42122724,0.0,0.0
2013-11-19,696.0,909.0,360.0,608.24,35539.0245319701,0.0,0.0
2013-11-20,576.0402,630.0,450.01,580.02,27013.81000014,0.0,0.0
2013-11-21,580.03,729.0,570.0,706.0,16732.65002485,0.0,0.0
2013-11-22,708.99,794.5,682.32,783.01,12355.8481749,0.0,0.0
2013-11-23,786.5996,886.876543,775.0,863.99,9602.06295583,0.0,0.0
2013-11-24,862.01,862.01,745.0,823.0,12053.88731519,0.0,0.0
2013-11-25,822.5,844.579,768.0,770.1001,7796.05566571,0.0,0.0
2013-11-26,772.0,911.99,770.0,898.95,10232.44727887,0.0,0.0
2013-11-27,898.0,969.99,894.0,965.01,12434.46184051,0.0,0.0
2013-11-28,964.9,1050.34,945.0,999.01,10081.43314259,0.0,0.0
2013-11-29,995.12,1132.9899,994.30455,1132.9899,8455.91663623,0.0,0.0
2013-11-30,1130.0,1171.25,1090.0,1139.0,5268.37710138,0.0,0.0
2013-12-01,1139.0,1144.85,780.0,910.06,29294.40158554,0.0,0.0
2013-12-02,929.33,1059.0,900.0,1036.0,12498.86654317,0.0,0.0
2013-12-03,1031.8,1089.88,1000.0,1050.0,5615.57446617,0.0,0.0
2013-12-04,1050.0,1175.0,1039.99,1126.0,6738.5252978,0.0,0.0
2013-12-05,1125.02,1141.0,848.42,1026.6,23181.28766964,0.0,0.0
2013-12-06,1027.0,1032.7499,802.0,907.99,26282.45018468,0.0,0.0
2013-12-07,907.99,907.99,538.0,736.0102,42802.25937226,0.0,0.0
2013-12-08,734.58,790.0,650.0,759.9,12347.93203474,0.0,0.0
2013-12-09,759.0,901.0,754.0001,884.88,15193.82057774,0.0,0.0
2013-12-10,882.02,991.0,877.38808,985.0,11553.6931638,0.0,0.0
2013-12-11,986.0,992.0,804.26,876.01,15384.51230347,0.0,0.0
2013-12-12,880.0,893.97,838.0,866.68,8234.76187737,0.0,0.0
2013-12-13,866.98,923.71,850.02,866.51,9078.94231085,0.0,0.0
2013-12-14,866.5,888.8970413,840.0,854.57,4202.08494146,0.0,0.0
2013-12-15,852.0,871.25,805.0,857.07,10844.74369647,0.0,0.0
2013-12-16,862.37,864.17,650.9088,715.0,25812.31977139,0.0,0.0
2013-12-17,718.99,751.0,613.0,680.0,24964.80304467,0.0,0.0
2013-12-18,677.0,688.0,381.51,555.47,78370.67463869,0.0,0.0
2013-12-19,555.47,700.0,491.0,675.0,37336.85062508,0.0,0.0
2013-12-20,675.0,721.0,602.0001,640.0,22385.20268325,0.0,0.0
2013-12-21,636.0,649.0,568.0,604.68,12753.17078332,0.0,0.0
2013-12-22,604.73,674.39,574.0123,627.9589,13153.10551315,0.0,0.0
2013-12-23,624.01,649.92,608.01,643.18,7745.09717166,0.0,0.0
2013-12-24,640.01,670.0,627.0,647.01,7122.98348285,0.0,0.0
2013-12-25,647.01,681.0,635.0,670.1,3633.19938382,0.0,0.0
2013-12-26,670.1,764.0,670.1,740.02,16807.31554582,0.0,0.0
2013-12-27,735.0,763.0,704.0123,711.04,11325.24183187,0.0,0.0
2013-12-28,712.49,740.01,690.0,721.1193,10193.72208454,0.0,0.0
2013-12-29,721.1092,730.57,700.0123,728.8,5855.1993289,0.0,0.0
2013-12-30,730.0,740.62618,721.01,736.4402,4170.78523506,0.0,0.0
2013-12-31,738.0,740.0,710.02,728.0,7942.93181438,0.0,0.0
2014-01-01,729.0,757.0,725.0,752.87,5722.94632572,0.0,0.0
2014-01-02,751.0,800.0,742.52,791.0,8684.29037342,0.0,0.0
2014-01-03,791.5,818.99,768.0,799.57,11038.6827625,0.0,0.0
2014-01-04,799.5,829.97,791.04,825.0,9699.33542251999,0.0,0.0
2014-01-05,825.9899,939.8,823.01,915.99,17539.97187444,0.0,0.0
2014-01-06,916.17,995.0,875.181,930.0,20878.45204682,0.0,0.0
2014-01-07,928.0,943.15,810.0,817.84572,21932.40265161,0.0,0.0
2014-01-08,817.0111,849.0,765.0,819.0,22221.49431024,0.0,0.0
2014-01-09,818.9989,846.35,779.99,836.0,14034.8345512,0.0,0.0
2014-01-10,836.0,841.0,799.98,839.47,6563.76011769,0.0,0.0
2014-01-11,839.49,915.0,839.45,891.0,11829.65256142,0.0,0.0
2014-01-12,888.99,906.0,824.45143,852.86,9894.83913127,0.0,0.0
2014-01-13,852.73,853.0,784.0,815.0,13350.94137279,0.0,0.0
2014-01-14,815.06,836.99,802.3,822.37,5402.30134053,0.0,0.0
2014-01-15,819.99,850.25,811.25,842.0,7181.30374261,0.0,0.0
2014-01-16,841.4,847.68,814.0,820.0,3321.36184702,0.0,0.0
2014-01-17,821.02,821.22,765.03,780.0,10432.54308379,0.0,0.0
2014-01-18,783.9899,820.0,780.0,807.06,4428.11233236,0.0,0.0
2014-01-19,807.06,839.0,794.41,825.25,5751.2875978,0.0,0.0
2014-01-20,827.2,844.99,815.01,831.86,5434.3613423,0.0,0.0
2014-01-21,831.0,835.0,813.6,821.2,2753.8978026,0.0,0.0
2014-01-22,820.99,826.5,803.1,818.79,2908.49223344,0.0,0.0
2014-01-23,818.7,823.0,802.52,814.98,2613.40193613,0.0,0.0
2014-01-24,814.99,816.22,767.23,783.5,10631.09671891,0.0,0.0
2014-01-25,784.99,817.0,774.38,815.1,4368.12215745,0.0,0.0
2014-01-26,816.58,836.7318,794.64,820.0,7310.00805375,0.0,0.0
2014-01-27,819.9,824.9999,752.666,770.07,9850.56367889,0.0,0.0
2014-01-28,770.15,814.5,735.57,792.03,15740.62766753,0.0,0.0
2014-01-29,795.0,805.0,781.4417,794.83,3758.86535609,0.0,0.0
2014-01-30,791.01,812.65489,770.0,800.0,8206.97784249,0.0,0.0
2014-01-31,800.0,809.6746,793.0,801.200001,3848.56710094,0.0,0.0
2014-02-01,801.200001,829.0,801.0,821.9,3772.2977801,0.0,0.0
2014-02-02,820.1,827.2,811.0,813.0201,3195.00874887,0.0,0.0
2014-02-03,813.99,819.99,798.5,806.0101,3604.04780705,0.0,0.0
2014-02-04,808.89,814.4,795.2,804.8,3040.52510604,0.0,0.0
2014-02-05,804.8,807.48,793.0,797.0,3018.45449475,0.0,0.0
2014-02-06,797.93,829.0,678.03,766.0,19352.17049875,0.0,0.0
2014-02-07,765.98,774.7499,620.0,722.66,42967.74736923,0.0,0.0
2014-02-08,723.0,725.8555,680.0,694.59,8622.87919824999,0.0,0.0
2014-02-09,694.59,728.89934978,666.53,695.0,13454.11093687,0.0,0.0
2014-02-10,695.0,703.0,200.0,673.0,39794.42919761,0.0,0.0
2014-02-11,671.3001,721.35,631.2,636.0,35310.03613589,0.0,0.0
2014-02-12,636.6,684.9,635.0,665.21,14208.49920653,0.0,0.0
2014-02-13,665.9,667.0,603.43,610.9999,15251.57675599,0.0,0.0
2014-02-14,609.01,710.0,535.0,660.0,53685.54349546,0.0,0.0
2014-02-15,660.0,676.48,633.3,654.9989,11082.24776507,0.0,0.0
2014-02-16,654.0,670.9999,585.0,605.0,14839.23057043,0.0,0.0
2014-02-17,605.88,664.0,599.0,627.69,16042.75184465,0.0,0.0
2014-02-18,627.69,651.3,611.304999,624.8,8469.52550504,0.0,0.0
2014-02-19,624.8,636.85,620.55,632.0,4027.38273275,0.0,0.0
2014-02-20,631.0,631.2,566.0,569.75,24361.9024744,0.0,0.0
2014-02-21,569.5,588.48969696,530.0,566.5049,26263.20408915,0.0,0.0
2014-02-22,566.5049,619.0,562.0,605.5,14730.98261289,0.0,0.0
2014-02-23,605.5,644.93,601.0,609.06,15300.7131441,0.0,0.0
2014-02-24,609.06,614.999,531.13,532.9,30750.28915597,0.0,0.0
2014-02-25,532.9,549.0,400.0,523.0,92148.2220130401,0.0,0.0
2014-02-26,521.5,609.0,512.0,569.99,38622.0776536,0.0,0.0
2014-02-27,569.99,601.2,568.1,585.0,12512.52676847,0.0,0.0
2014-02-28,584.01,591.18,553.53,566.0,13691.71939622,0.0,0.0
2014-03-01,563.0,577.25,540.2044,573.8,7747.8840798,0.0,0.0
2014-03-02,576.0,576.0,557.86,563.0,2565.98629709,0.0,0.0
2014-03-03,563.5,719.25,558.01,668.0,48780.7539441401,0.0,0.0
2014-03-04,668.01,703.85,658.5,665.1,24500.71253554,0.0,0.0
2014-03-05,665.99,678.9999,651.21,668.17,8443.62665513,0.0,0.0
2014-03-06,668.16,676.43,648.7,659.8205,6576.79188333999,0.0,0.0
2014-03-07,660.9999,669.0,616.23,624.66246,16622.38904176,0.0,0.0
2014-03-08,625.18751875,639.999,600.6,617.0,11070.58233952,0.0,0.0
2014-03-09,615.8,654.999,610.25,642.89,8124.67296882,0.0,0.0
2014-03-10,640.02,648.3,606.0,616.1,10203.06430568,0.0,0.0
2014-03-11,616.1,641.9999,615.31,632.52,4692.12590201,0.0,0.0
2014-03-12,633.0,654.0,631.0011,636.82,7191.53380109,0.0,0.0
2014-03-13,635.25,648.0,631.0,647.0,3258.35481868,0.0,0.0
2014-03-14,646.9999,646.9999,623.5,628.11,5522.2522901,0.0,0.0
2014-03-15,628.11,639.8899,626.111,637.2,1776.80271183,0.0,0.0
2014-03-16,636.1909,638.0,628.5801,631.0,1337.74204549,0.0,0.0
2014-03-17,631.0,632.5,619.2,624.004999,3848.44313267,0.0,0.0
2014-03-18,624.0,625.0,600.0,615.0,7755.94304096,0.0,0.0
2014-03-19,615.0,622.2,605.9841,610.9999,3247.3390698,0.0,0.0
2014-03-20,610.8,612.01999,584.0,591.6906,7880.52776044,0.0,0.0
2014-03-21,591.6906,605.96,555.5,576.3521,18607.4746478,0.0,0.0
2014-03-22,576.6601,578.57,550.09,565.0,6377.80027978,0.0,0.0
2014-03-23,565.0,571.0,556.0,562.8499,4481.2497747,0.0,0.0
2014-03-24,562.85,589.0,550.5,580.49,8479.1769601,0.0,0.0
2014-03-25,579.82,590.0,568.55,581.0,5385.12661962,0.0,0.0
2014-03-26,581.6,593.25,566.51,580.12,7516.58166131,0.0,0.0
2014-03-27,580.9999,582.7799,506.0,516.1,31878.81724673,0.0,0.0
2014-03-28,516.1,533.36,470.0,500.0,35453.12764077,0.0,0.0
2014-03-29,497.48,507.99,491.0,494.2,4479.26447725,0.0,0.0
2014-03-30,494.2,494.2,436.2,463.45,25838.16836327,0.0,0.0
